symbol,entry_time,exit_time,entry_price,exit_price,quantity,corporate_action_cash,pnl_pct,exit_reason,corporate_action_event_id
DLTR,2017-11-30,2018-02-05,104.202075,108.33580500000001,8.0,0.0,0.037593059880572266,Supertrend down,
ALGN,2018-01-10,2018-02-06,249.274575,232.593645,44.0,0.0,-0.06878219556660592,Supertrend down,
STX,2018-01-29,2018-02-06,54.026999999999994,48.05596,384.0,0.0,-0.1122967387435152,Supertrend down,
CSCO,2018-02-16,2018-03-26,43.911944999999996,43.228375,1.0,0.0,-0.017533734377294663,Supertrend down,
NVDA,2018-02-16,2018-03-28,245.5227,224.017935,120.0,18.0,-0.08880035586065194,Supertrend down,
CSCO,2018-05-14,2018-05-30,45.772875,43.058460000000004,3.0,0.0,-0.061181341331757566,Supertrend down,
NFLX,2018-05-11,2018-07-18,329.814825,381.04938000000004,81.0,0.0,0.1530350176873423,Supertrend down,
STX,2018-05-30,2018-07-31,57.76887,54.332820000000005,1.0,0.63,-0.05046379570080639,Supertrend down,
AMZN,2018-07-18,2018-09-18,1848.924,1917.6906750000003,16.0,0.0,0.03512049451453958,Supertrend down,
ALGN,2018-07-18,2018-10-05,374.04693,356.0219,3.0,0.0,-0.05009094037353101,Supertrend down,
CSX,2018-08-28,2018-10-11,75.96806504999999,69.4054799,3.0,0.65997,-0.08531857700306444,Supertrend down,
WBA,2018-12-04,2018-12-17,85.972965,77.88104000000001,168.0,0.0,-0.09593168589133172,Supertrend down,
ESRX,2018-12-04,2018-12-19,100.69032,94.93251000000001,65.0,0.0,-0.059067101431948155,Supertrend down,
XLNX,2018-12-04,2018-12-20,93.96696,84.70762500000001,116.0,0.0,-0.1003393214380458,Supertrend down,
WDAY,2018-12-17,2018-12-24,160.22006999999996,142.818555,60.0,0.0,-0.11039108120625407,Supertrend down,
MELI,2019-01-10,2019-01-14,336.258045,340.52965,27.0,0.0,0.010679970731767074,Leader rotation,
DLTR,2019-01-10,2019-01-16,94.057005,95.67214,96.0,0.0,0.015139562153046349,Leader rotation,
TMUS,2019-01-10,2019-02-19,67.47372,71.973995,144.0,0.0,0.06456544583855517,Leader rotation,
WDAY,2019-02-19,2019-02-25,190.28509499999998,196.04193,51.0,0.0,0.028195286825633215,Leader rotation,
AVGO,2019-01-14,2019-03-08,248.234055,261.42922000000004,37.0,0.0,0.05105193522340823,Supertrend down,
XLNX,2019-01-16,2019-04-26,91.54575,115.46224000000001,102.0,36.72,0.2626603263769929,Supertrend down,
MELI,2019-03-08,2019-05-03,436.66822499999995,541.5790750000001,1.0,0.0,0.2377749696032363,Leader rotation,
WDAY,2019-04-26,2019-05-06,200.049975,196.591655,103.0,0.0,-0.019250742318165703,Leader rotation,
AMD,2019-05-03,2019-06-18,28.314149999999998,29.745120000000004,30.0,0.0,0.0484400623295842,Supertrend down,
SBUX,2019-02-25,2019-07-03,71.93595,85.99698000000001,148.0,53.28,0.19807687563420262,Leader rotation,
SNPS,2019-07-03,2019-07-11,133.13653499999998,137.57118,81.0,0.0,0.031244447720473856,Leader rotation,
AMD,2019-07-11,2019-08-01,33.92695499999999,30.484750000000002,386.0,0.0,-0.10325458301249191,Supertrend down,
QCOM,2019-08-01,2019-08-02,68.91443999999998,70.40478,170.0,0.0,0.01958473592604304,Supertrend down,
CDNS,2019-06-18,2019-08-05,68.364165,69.46525,20.0,0.0,0.014075989836316971,Supertrend down,
MELI,2019-05-06,2019-08-06,565.86279,588.235735,35.0,0.0,0.0374607576267274,Supertrend down,
SBUX,2019-08-02,2019-09-11,95.0475,90.13491,125.0,45.0,-0.04979656877486882,Supertrend down,
TTWO,2019-09-06,2019-09-12,132.10601999999997,124.307815,83.0,0.0,-0.06090995900669183,Supertrend down,
WDC,2019-09-12,2019-10-02,64.55236004999999,57.78099505,161.0,0.0,-0.10668566630595921,Supertrend down,
QCOM,2019-09-06,2019-10-09,78.99947999999999,73.873045,140.0,86.8,-0.05892004443735388,Supertrend down,
HAS,2019-10-02,2019-10-23,116.568255,100.09992500000001,77.0,0.0,-0.14299201656703042,Supertrend down,
KLAC,2019-10-23,2019-11-22,161.22056999999998,160.389765,48.0,40.8,-0.0018739123784152767,Supertrend down,
LRCX,2019-09-11,2019-11-25,232.29609,263.937965,48.0,55.199999999999996,0.13888902549945037,Supertrend down,
ASML,2019-10-16,2019-12-12,260.39013,281.55915,41.0,47.97,0.08362565595161175,Leader rotation,
SWKS,2019-12-12,2020-01-28,108.05399999999999,118.05094500000001,107.0,0.0,0.09033519329246498,Supertrend down,
NVDA,2019-11-25,2020-02-03,216.14801999999997,235.58215,60.0,9.6,0.08847305912608694,Supertrend down,
TSLA,2019-11-22,2020-02-06,340.32957974999994,699.56954025,22.0,0.0,1.0514578821614737,Supertrend down,
LRCX,2020-02-05,2020-02-25,331.395615,305.66709000000003,80.0,0.0,-0.07947977361300762,Supertrend down,
AAPL,2020-02-06,2020-02-25,322.73128499999996,300.799525,8.0,6.16,-0.06743544333706974,Supertrend down,
SGEN,2020-02-06,2020-02-28,118.789365,104.46774,5.0,0.0,-0.12232030833102558,Supertrend down,
AMD,2020-04-15,2020-04-21,53.75686499999999,56.87155,7.0,0.0,0.055826461038428254,Leader rotation,
AMD,2020-04-22,2020-04-23,54.93745499999999,56.621675,1.0,0.0,0.02859778961766235,Leader rotation,
AMD,2020-04-24,2020-04-27,55.12755,57.41128,1.0,0.0,0.039345520485712715,Leader rotation,
DXCM,2020-04-21,2020-05-28,320.570205,360.43969000000004,1.0,0.0,0.12212403139343797,Supertrend down,
JD,2020-05-28,2020-06-24,51.595785,60.05995500000001,2.0,0.0,0.16172193309802552,Leader rotation,
AMD,2020-04-28,2020-06-29,57.188579999999995,50.124925000000005,1.0,0.0,-0.1252663503849839,Supertrend down,
DOCU,2020-06-29,2020-07-21,176.32812,203.71809000000002,1.0,0.0,0.15302687313373986,Leader rotation,
ZM,2020-06-24,2020-08-12,255.05746499999998,232.16386000000003,1.0,0.0,-0.09157727987355235,Supertrend down,
MRNA,2020-07-21,2020-08-14,80.70033,68.02597,2.0,0.0,-0.15873883073310846,Supertrend down,
PYPL,2020-08-14,2020-08-26,195.28759499999998,202.42873500000002,1.0,0.0,0.034496236092297794,Leader rotation,
JD,2020-08-19,2020-09-02,70.83539999999999,85.41627050000001,3.0,0.0,0.2034323039169561,Leader rotation,
PDD,2020-08-26,2020-09-02,88.7413485,92.803575,2.0,0.0,0.0436865659273622,Leader rotation,
DOCU,2020-09-03,2020-09-08,248.734305,205.946975,1.0,0.0,-0.17367452578578746,Supertrend down,
TSLA,2020-04-15,2020-09-09,148.47430004999998,356.42179995000004,265.0,0.0,1.3957659228686725,Supertrend down,
AMD,2020-09-02,2020-09-09,94.057005,81.3593,2.0,0.0,-0.13672837067219012,Supertrend down,
NVDA,2020-10-13,2020-10-29,572.14593,513.28323,56.0,0.0,-0.10467301745741842,Supertrend down,
ZM,2020-10-13,2020-10-30,494.24699999999996,481.25925,64.0,0.0,-0.028223351771597738,Supertrend down,
MELI,2020-10-13,2020-11-06,1228.45392,1433.2630100000001,25.0,0.0,0.16438990861159697,Leader rotation,
DOCU,2020-11-06,2020-11-10,234.207045,201.73908,135.0,0.0,-0.1403503472105848,Supertrend down,
ALGN,2020-11-06,2020-12-02,490.69522499999994,496.32171500000004,64.0,0.0,0.00944545205586289,Leader rotation,
EXPE,2020-11-10,2020-12-02,122.34114,124.63765000000001,211.0,0.0,0.01673585619909823,Leader rotation,
PDD,2020-11-06,2020-12-10,113.8569,146.936495,283.0,0.0,0.2879580911601374,Leader rotation,
ALGN,2020-12-10,2020-12-22,507.143445,531.724005,41.0,0.0,0.04637381121158812,Leader rotation,
MRNA,2020-12-10,2020-12-23,151.20556499999998,119.989975,132.0,0.0,-0.2080302415442855,Supertrend down,
ALGN,2020-12-23,2021-01-12,540.79026,552.06383,29.0,0.0,0.018806820530819834,Leader rotation,
PDD,2021-01-12,2021-02-02,169.54473,180.6646225,94.0,0.0,0.06345773309071157,Leader rotation,
PTON,2020-12-22,2021-02-18,159.2796,136.061935,141.0,0.0,-0.1474734807092809,Supertrend down,
TSLA,2020-12-02,2021-02-23,556.71822,661.798935,107.0,0.0,0.18637514577050207,Supertrend down,
MRNA,2021-02-02,2021-02-25,158.59926000000002,150.70461,104.0,0.0,-0.05167589124872407,Supertrend down,
BIDU,2021-02-18,2021-03-05,296.44815,266.116875,65.0,0.0,-0.10410919092580617,Supertrend down,
MU,2021-04-06,2021-04-23,93.88692,85.19738,3.0,0.0,-0.09436633490016,Supertrend down,
AMAT,2021-04-06,2021-05-11,143.95193999999998,119.94000000000001,253.0,0.0,-0.16846997935311125,Supertrend down,
LRCX,2021-04-06,2021-05-11,660.3299999999999,568.27572,102.0,0.0,-0.14112594615415908,Supertrend down,
MRNA,2021-04-23,2021-05-13,170.38515,152.5237,1.0,0.0,-0.1066184034074722,Supertrend down,
BIIB,2021-06-11,2021-06-29,423.54166499999997,338.70056500000004,71.0,0.0,-0.20191124385742376,Supertrend down,
AMAT,2021-06-11,2021-07-19,136.998465,125.12740500000001,224.0,0.0,-0.0884759169031184,Supertrend down,
ASML,2021-06-11,2021-07-26,698.5491,757.8209,39.0,0.0,0.0826823373298633,Leader rotation,
IDXX,2021-07-26,2021-08-06,691.4855699999999,695.342155,42.0,0.0,0.0035681004666736627,Leader rotation,
MRNA,2021-06-29,2021-08-31,221.300595,375.72204500000004,109.0,0.0,0.6943982984022106,Supertrend down,
GOOG,2021-07-19,2021-09-21,2624.421555,2800.9388300000005,10.0,0.0,0.06512711088496581,Supertrend down,
NVDA,2021-08-06,2021-09-29,205.34262,209.29030250000002,154.0,6.16,0.01738304545545688,Supertrend down,
MRVL,2021-10-20,2021-11-03,67.71384,69.62517,1.0,0.0,0.026172179442618626,Leader rotation,
MRVL,2021-11-04,2021-11-08,69.844905,72.11392500000001,1.0,0.0,0.030423639831226756,Leader rotation,
TEAM,2021-08-31,2021-11-23,364.512165,397.3562225,110.0,0.0,0.08792611619293011,Supertrend down,
AMD,2021-11-23,2021-12-10,150.48520499999998,141.219355,289.0,0.0,-0.06344814132024823,Supertrend down,
NVDA,2021-10-19,2021-12-14,222.87138,276.85150500000003,273.0,10.92,0.23990040883589558,Supertrend down,
MRVL,2021-11-09,2022-01-14,73.77686999999999,77.78108999999999,1.0,0.06,0.05298074161608235,Supertrend down,
VRTX,2022-03-23,2022-04-27,251.41564499999998,267.196335,154.0,0.0,0.06064392368585958,Supertrend down,
TSLA,2022-03-23,2022-04-27,980.4300700499999,898.1308099500001,39.0,0.0,-0.08577228485909072,Supertrend down,
DLTR,2022-03-23,2022-05-02,156.57825,162.91850000000002,247.0,0.0,0.03841362712566143,Supertrend down,
DLTR,2022-07-21,2022-07-27,172.8864,157.78107000000003,224.0,0.0,-0.08919485218679335,Supertrend down,
TMUS,2022-07-21,2022-08-05,134.52723,142.14889,296.0,0.0,0.05454394797072859,Leader rotation,
VRTX,2022-07-27,2022-08-09,286.41313499999995,294.13286,122.0,0.0,0.02490125656437514,Leader rotation,
CDNS,2022-08-05,2022-08-26,182.09099999999998,184.32779,220.0,0.0,0.010261367707864455,Leader rotation,
SGEN,2022-07-21,2022-08-29,172.075995,151.854035,223.0,0.0,-0.11928081348787001,Supertrend down,
ADP,2022-08-26,2022-08-31,258.62925,248.045915,156.0,0.0,-0.04283711619534991,Supertrend down,
CEG,2022-08-09,2022-10-17,75.787875,83.17839000000001,502.0,70.782,0.09718155511615234,Supertrend down,
CEG,2022-11-14,2022-11-25,92.04599999999999,96.5517,424.0,0.0,0.046854719493400365,Leader rotation,
PDD,2022-11-14,2022-11-29,67.623795,77.94101,584.0,0.0,0.15026498743960937,Leader rotation,
CEG,2022-11-29,2022-12-23,94.73734499999999,87.47624,481.0,0.0,-0.07848945632050053,Supertrend down,
NFLX,2022-11-14,2022-12-28,290.145,281.77904,123.0,0.0,-0.03077411323619228,Supertrend down,
ENPH,2022-11-25,2022-12-28,315.207525,272.02392000000003,126.0,0.0,-0.1387248268760849,Supertrend down,
GFS,2023-01-18,2023-02-02,59.74986,63.6631525,1.0,0.0,0.06336572828967135,Leader rotation,
PDD,2023-01-17,2023-02-22,94.5522525,85.207375,384.0,0.0,-0.10063347782745302,Supertrend down,
BKR,2023-02-02,2023-02-23,31.93596,30.534725,2.0,0.38,-0.03984327547217137,Supertrend down,
NFLX,2023-01-17,2023-02-24,331.24553999999995,319.14035,228.0,0.0,-0.038469447941677726,Supertrend down,
GILD,2023-02-23,2023-02-27,83.191575,81.11942,3.0,0.0,-0.026856466694334724,Supertrend down,
DXCM,2023-02-22,2023-03-13,114.59727,106.216865,283.0,0.0,-0.07498107510319829,Supertrend down,
PCAR,2023-03-10,2023-03-14,74.6373,71.83406500000001,5.0,0.0,-0.039481058470692054,Supertrend down,
SGEN,2023-03-22,2023-03-31,200.79034499999997,202.90849500000002,76.0,0.0,0.008529983957039633,Leader rotation,
ALGN,2023-03-22,2023-04-11,327.1635,331.30426500000004,46.0,0.0,0.010633271794021848,Leader rotation,
ASML,2023-03-31,2023-04-26,675.427545,613.4131400000001,22.0,0.0,-0.0936295923189222,Supertrend down,
AMD,2023-04-11,2023-04-26,96.10803,86.466745,164.0,0.0,-0.10211473202885035,Supertrend down,
ALGN,2023-04-26,2023-04-28,352.00591499999996,316.86149,37.0,0.0,-0.10163895936268508,Supertrend down,
SGEN,2023-04-28,2023-05-04,200.930415,198.44073,61.0,0.0,-0.014364027342624874,Supertrend down,
BKNG,2023-05-04,2023-05-26,2612.22546,2613.6725100000003,4.0,0.0,-0.0014451558469621428,Supertrend down,
AMD,2023-05-26,2023-06-23,122.52122999999999,109.255345,17.0,0.0,-0.11005584417984027,Supertrend down,
TSLA,2023-06-23,2023-07-21,259.419645,267.86600000000004,45.0,0.0,0.030495601814593654,Supertrend down,
NVDA,2023-02-24,2023-08-10,232.36612499999998,421.3892000000001,312.0,24.96,0.810191496787166,Supertrend down,
TTD,2023-07-21,2023-08-11,84.9274425,76.47174500000001,142.0,0.0,-0.10136285687986746,Supertrend down,
META,2023-04-26,2023-08-18,212.60625,278.890485,66.0,0.0,0.3091490078666377,Supertrend down,
TTD,2023-08-31,2023-09-06,79.629795,82.45875000000001,1.0,0.0,0.03345735415678597,Leader rotation,
INTC,2023-09-05,2023-09-08,36.59829,38.10094,3.0,0.0,0.03897789338666491,Leader rotation,
TTD,2023-09-07,2023-09-15,81.910935,85.187385,1.0,0.0,0.037922231440349785,Leader rotation,
NVDA,2023-08-30,2023-09-21,490.68521999999996,415.622085,327.0,13.08,-0.15458706646245357,Supertrend down,
TTD,2023-09-18,2023-09-21,82.76136,77.211375,1.0,0.0,-0.06892411484681338,Supertrend down,
ADBE,2023-09-21,2023-09-22,519.73974,512.8334550000001,13.0,0.0,-0.015259420547161007,Supertrend down,
CEG,2023-09-14,2023-10-03,109.81488,103.158395,1.0,0.0,-0.06249240248061705,Supertrend down,
META,2023-09-21,2023-10-12,295.84785,327.836,23.0,0.0,0.10590961880231031,Leader rotation,
NVDA,2023-10-12,2023-10-19,468.00398505,427.89594500000004,291.0,0.0,-0.08752698334111508,Supertrend down,
ZS,2023-10-12,2023-10-30,174.12702,155.98197000000002,1.0,0.0,-0.10599562484738001,Supertrend down,
CEG,2023-10-19,2023-11-08,116.05799999999999,120.35979,54.0,0.0,0.034993803952342084,Leader rotation,
ADBE,2023-11-06,2023-12-01,566.283,608.93538,198.0,0.0,0.07317141057405196,Leader rotation,
NVDA,2023-11-08,2023-12-05,461.23049999999995,454.43267000000003,14.0,0.56,-0.016620382525997623,Supertrend down,
ADBE,2023-12-05,2023-12-11,597.0683849999999,616.57156,1.0,0.0,0.0306016266314435,Leader rotation,
LULU,2023-12-11,2023-12-13,494.19697499999995,502.57858500000003,13.0,0.0,0.014928171065832885,Leader rotation,
SIRI,2023-12-13,2023-12-19,5.292644999999999,5.287355000000001,139.0,0.0,-0.0029955052443806363,Leader rotation,
ZS,2023-12-19,2024-01-08,221.600745,213.17336,30.0,0.0,-0.03995160665728237,Supertrend down,
ZS,2024-01-19,2024-01-25,229.1145,244.57765,27.0,0.0,0.06535807802052429,Leader rotation,
PDD,2023-10-19,2024-01-30,103.55175,124.987475,58.0,0.0,0.2045933533255091,Supertrend down,
CRWD,2023-12-01,2024-02-22,235.83785999999998,304.777535,510.0,0.0,0.28973604524788343,Supertrend down,
ZS,2024-01-30,2024-02-22,243.531705,224.39774500000001,29.0,0.0,-0.08040968276741245,Supertrend down,
META,2024-02-22,2024-03-06,480.48012,497.381185,46.0,0.0,0.033107085468180086,Leader rotation,
AMD,2024-01-25,2024-03-15,183.501705,184.73758500000002,37.0,0.0,0.004723519795437392,Supertrend down,
SPLK,2024-02-22,2024-03-18,155.71782,157.0,142.0,0.0,0.007226769827350932,CashMerger,ea35ba5251a6f6f51b809a04e791993601c2a690b2db433f7bfc8744b5eb9365
META,2024-03-19,2024-03-21,488.414085,514.4526450000001,45.0,0.0,0.051207947017770206,Leader rotation,
NVDA,2024-03-06,2024-04-22,880.66011,780.64948,159.0,0.0,-0.11533435892853039,Supertrend down,
CRWD,2024-03-15,2024-04-22,325.74278999999996,285.59713000000005,22.0,0.0,-0.12499519524703362,Supertrend down,
DASH,2024-03-21,2024-04-22,139.96995,128.39577000000003,165.0,0.0,-0.08452324949030099,Supertrend down,
MRNA,2024-05-08,2024-06-03,120.05999999999999,139.680125,1.0,0.0,0.16109481785081514,Supertrend down,
CEG,2024-05-07,2024-06-05,198.79934999999998,204.38775500000003,1.0,0.353,0.027830499495045125,Supertrend down,
QCOM,2024-06-05,2024-06-18,207.033465,226.70659,1.0,0.0,0.09283602909423272,Leader rotation,
NVDA,2024-05-07,2024-06-25,91.143549,121.13940000000001,1660.0,16.6,0.32655963667547416,Supertrend down,
QCOM,2024-06-20,2024-06-25,224.3121,203.03843,1.0,0.0,-0.0966481130033161,Supertrend down,
MU,2024-06-03,2024-06-28,128.194065,132.75359,1.0,0.0,0.0334982985517942,Supertrend down,
CRWD,2024-06-25,2024-07-19,379.939875,294.362745,271.0,0.0,-0.22678658656885464,Supertrend down,
TTD,2024-07-17,2024-07-25,98.68932,90.15490000000001,1.0,0.0,-0.0883028646902182,Supertrend down,
ARM,2024-06-25,2024-07-26,151.645785,155.28232000000003,646.0,0.0,0.02193454051087329,Supertrend down,
TTD,2024-08-16,2024-08-19,99.0495,101.34930000000001,596.0,0.0,0.02117430068908921,Leader rotation,
AZN,2024-08-16,2024-08-21,85.15255499999999,84.99748000000001,364.0,0.0,-0.003815506591259843,Leader rotation,
NVDA,2024-08-19,2024-09-04,124.34214,105.35729500000001,721.0,0.0,-0.1543752511088683,Supertrend down,
AZN,2024-09-04,2024-09-06,85.61278499999999,83.97799,468.0,0.0,-0.021055070125427733,Supertrend down,
AVGO,2024-08-16,2024-09-09,164.552235,139.04044500000003,367.0,0.0,-0.1567258754456483,Supertrend down,
MELI,2024-09-06,2024-10-03,2035.8674249999997,1955.6716750000003,36.0,0.0,-0.041310738057555585,Supertrend down,
TSLA,2024-09-20,2024-10-14,241.64076,220.019935,216.0,0.0,-0.09129430510701197,Supertrend down,
CEG,2024-10-03,2024-11-05,272.286075,230.234825,260.0,0.0,-0.1561271895390155,Supertrend down,
CHTR,2024-11-05,2024-11-08,377.62872,395.08236,154.0,0.0,0.044128700421262046,Leader rotation,
NVDA,2024-10-14,2024-11-19,136.538235,141.24934,349.0,0.0,0.03243698394419381,Leader rotation,
APP,2024-11-19,2024-12-11,295.42763999999994,327.43620000000004,163.0,0.0,0.10613205256685498,Supertrend down,
PANW,2024-08-21,2024-12-17,182.24607749999998,202.22883500000003,168.0,0.0,0.10743004267741485,Leader rotation,
TEAM,2024-12-11,2024-12-19,269.584725,255.442215,199.0,0.0,-0.05435353971165846,Supertrend down,
TSLA,2024-11-08,2025-01-02,299.28956999999997,389.90495000000004,208.0,0.0,0.30016531859385975,Supertrend down,
MRVL,2024-12-17,2025-01-28,122.431185,103.24835,278.0,16.68,-0.15787795690820372,Supertrend down,
CEG,2025-01-23,2025-01-28,333.296565,281.40922500000005,200.0,0.0,-0.1573661468542471,Supertrend down,
FTNT,2025-01-23,2025-01-29,97.698825,99.87004,671.0,0.0,0.020181148141131144,Leader rotation,
DASH,2025-01-28,2025-02-04,182.57124,190.74458,225.0,0.0,0.0426805007626172,Leader rotation,
TEAM,2025-02-04,2025-02-05,310.965405,316.58163,138.0,0.0,0.016026523177809393,Leader rotation,
AXON,2025-01-29,2025-02-07,640.3199999999999,679.6600000000001,108.0,0.0,0.05931727567784573,Leader rotation,
PLTR,2025-01-28,2025-02-24,75.57777,95.83206,544.0,0.0,0.26545923957067474,Supertrend down,
APP,2025-02-05,2025-02-26,377.55868499999997,328.30576500000006,115.0,0.0,-0.13218839231423196,Supertrend down,
DASH,2025-02-24,2025-02-26,200.84037,194.05292500000002,259.0,0.0,-0.03572570161998856,Supertrend down,
TEAM,2025-02-07,2025-02-28,320.61022499999996,277.16135,230.0,0.0,-0.13724653956706723,Supertrend down,
MSTR,2025-04-28,2025-05-16,373.476645,398.8005,136.0,0.0,0.06567224787026738,Leader rotation,
AVGO,2025-05-16,2025-06-18,232.43615999999997,250.764555,234.0,0.0,0.07669790672020205,Leader rotation,
NFLX,2025-04-28,2025-07-11,1100.55,1259.156107,45.0,0.0,0.1418293676638207,Supertrend down,
ZS,2025-06-18,2025-07-14,306.4781625,288.0559,187.0,0.0,-0.06198744670343748,Supertrend down,
DASH,2025-07-11,2025-07-29,238.40914499999997,247.77605000000003,28.0,0.0,0.03721269986116971,Leader rotation,
KLAC,2025-07-14,2025-08-18,917.17836,872.6035799500002,114.0,216.6,-0.048431301680625705,Supertrend down,
PLTR,2025-04-28,2025-08-20,113.83689,152.22385000000003,447.0,0.0,0.3345384474536903,Supertrend down,
AMD,2025-07-29,2025-09-08,175.297605,151.72410000000002,41.0,0.0,-0.13620636776495043,Supertrend down,
FAST,2025-08-20,2025-09-12,49.99498499999999,47.026475,3150.0,0.0,-0.061255523749211505,Supertrend down,
APP,2025-09-08,2025-10-07,537.3435375,594.9173925000001,12.0,0.0,0.10493325950000654,Supertrend down,
AVGO,2025-09-12,2025-10-29,363.091455,373.00340500000004,407.0,240.13,0.026869536329240384,Leader rotation,
IDXX,2025-08-18,2025-11-04,650.775225,717.0812800000001,15.0,0.0,0.09968622448684994,Leader rotation,
AMD,2025-10-29,2025-11-20,264.322095,232.58365,573.0,0.0,-0.12183297653343172,Supertrend down,
MU,2025-10-07,2025-11-21,194.94742499999998,204.427735,38.0,0.0,0.04653492077170562,Supertrend down,
WBD,2025-11-04,2026-01-28,22.15107,28.075955,487.0,0.0,0.2649438237436923,Leader rotation,
STX,2026-01-28,2026-03-04,395.387595,367.31625,120.0,0.0,-0.07285317993195639,Supertrend down,
MU,2026-01-28,2026-03-26,422.65121999999997,369.83499,125.0,0.0,-0.1267124250793621,Supertrend down,
AMAT,2026-04-09,2026-04-10,385.44262499999996,402.29875000000004,115.0,0.0,0.041646487058109916,Leader rotation,
MU,2026-04-10,2026-05-08,420.500145,676.1117750000001,108.0,0.0,0.6046627102177993,Leader rotation,
STX,2026-04-09,2026-05-11,504.25199999999995,792.853375,91.0,0.0,0.5691940783033633,Leader rotation,
WDC,2026-01-28,2026-05-20,263.58172499999995,469.14531,204.0,25.5,0.776803121908934,Leader rotation,
INTC,2026-05-08,2026-05-28,111.865905,121.38927500000001,644.0,0.0,0.08296391993623087,Leader rotation,
LITE,2026-05-20,2026-06-03,917.4685049999999,1028.5604625,104.0,0.0,0.11884537839351705,Leader rotation,
MU,2026-05-11,2026-06-08,793.37649,937.800865,93.0,0.0,0.17967591527447735,Supertrend down,
WDC,2026-05-28,2026-06-11,540.780255,497.521115,144.0,21.599999999999998,-0.0815550080170141,Supertrend down,
STX,2026-06-03,2026-06-29,940.79016,915.532005,113.0,83.62,-0.028006382460424417,Supertrend down,
