rank,best,strategy_path,strategy_name,strategy_type,total_return,cagr,mdd,calmar,sharpe,sortino,win_rate,payoff_ratio,trade_count,composite_score
1,True,leader_rotation.yaml,leader_rotation_default,leader_rotation,-0.09318861497105424,-0.9999914247317627,-0.10941505452414291,-9.139431763579758,-14.55549226324579,-15.541474732496026,0.3333333333333333,0.19788875620279453,3,57.14285714285714
2,False,triple_filters.yaml,triple_filters_research,leader_rotation,-0.07954587144811032,-0.9999491014508889,-0.0949270268425253,-10.533871487513322,-15.193432216241385,-15.825035432398662,0.25,0.5382953248344418,4,61.90476190476192
3,False,simple_supertrend.yaml,simple_supertrend_default,simple_supertrend,-0.023866842745279393,-0.9439216224418304,-0.031197719942541502,-30.256109234274202,-6.123508016275184,-7.901335933629117,0.0,0.0,3,80.95238095238095
