rank,best,strategy_path,strategy_name,strategy_type,total_return,cagr,mdd,calmar,sharpe,sortino,win_rate,payoff_ratio,trade_count,composite_score
1,True,simple_supertrend.yaml,simple_supertrend_default,simple_supertrend,0.935828616713519,0.5606934095080425,-0.4323698868860417,1.296791072907958,1.069415484058995,1.4857994297830994,0.4,3.3259553698364157,25,100.0
2,False,triple_filters.yaml,triple_filters_research,leader_rotation,-0.5442998968695094,-0.4111749784830384,-0.7597110064180915,-0.541225512082099,-0.3033704036885069,-0.42873438043966033,0.43478260869565216,1.1440018266814247,23,66.66666666666666
3,False,leader_rotation.yaml,leader_rotation_default,leader_rotation,-0.7229838437739133,-0.5789747961898694,-0.7982302884365097,-0.7253230108868769,-0.5847049525950034,-0.7989905165291726,0.4090909090909091,0.7315502564351131,22,33.33333333333333
