symbol,entry_time,exit_time,entry_price,exit_price,quantity,corporate_action_cash,pnl_pct,exit_reason,stop_level,stop_trigger
ALGN,2020-10-26,2020-11-09,462.961365,500.7495,186.0,0.0,0.07946156910631541,Leader rotation,,
PDD,2020-11-09,2020-11-10,112.63628999999999,96.50952211628963,802.0,0.0,-0.14488753226624307,Intraday protective stop,96.55780101679802,intraday
PDD,2020-11-11,2020-11-19,102.51122999999998,134.37577850000002,805.0,0.0,0.3082205278980068,Leader rotation,,
TSLA,2020-11-19,2021-02-17,492.246,778.4511508602927,220.0,0.0,0.5782673783139467,Intraday protective stop,778.8405711458656,intraday
TSLA,2021-02-18,2021-02-18,781.29045,778.4511508602928,219.0,0.0,-0.005624855768393111,Intraday protective stop,778.8405711458657,intraday
TSLA,2021-02-19,2021-02-19,795.3974999999999,778.4511508602926,214.0,0.0,-0.023260943232123354,Intraday protective stop,778.8405711458655,intraday
BIDU,2021-02-22,2021-02-26,322.611225,274.6282951336195,488.0,0.0,-0.15043381627147445,Intraday protective stop,274.7656779726058,intraday
AMAT,2021-04-06,2021-05-10,143.95193999999998,124.77617096552397,990.0,0.0,-0.13494137052524724,Intraday protective stop,124.8385902606543,intraday
MRNA,2021-06-11,2021-07-08,212.00594999999998,215.55217000000002,568.0,0.0,0.014695560825846554,Leader rotation,,
AMAT,2021-07-08,2021-07-08,131.70582,130.553034948302,949.0,0.0,-0.010733240766200747,Intraday protective stop,130.6183441203622,intraday
MRNA,2021-07-09,2021-07-13,232.07598,239.02043,531.0,0.0,0.027865385738311765,Leader rotation,,
AMAT,2021-07-13,2021-07-16,136.06799999999998,130.553034948302,934.0,0.0,-0.04244796922399019,Intraday protective stop,130.6183441203622,intraday
MRNA,2021-07-19,2021-08-11,284.68227,371.94898293859444,425.0,0.0,0.3039302662843326,Intraday protective stop,372.13505046382636,intraday
MRNA,2021-08-12,2021-08-16,400.2,371.9489829385944,396.0,0.0,-0.07244920507863972,Intraday protective stop,372.1350504638263,intraday
MRNA,2021-08-18,2021-08-20,406.70324999999997,371.94898293859444,361.0,0.0,-0.08728089060628741,Intraday protective stop,372.13505046382636,intraday
MRNA,2021-08-23,2021-08-30,390.53516999999994,368.81550000000004,343.0,0.0,-0.05750202755335432,Intraday protective stop,372.13505046382636,gap_open
NVDA,2021-08-31,2021-09-20,227.06347499999998,208.7429994864834,557.0,0.0,-0.08252117362142675,Intraday protective stop,208.84742319808242,intraday
TEAM,2021-10-19,2021-11-05,415.2075,447.15631,279.0,0.0,0.07479486955125059,Leader rotation,,
NVDA,2021-11-05,2021-12-06,302.020935,282.98540452912357,413.0,16.52,-0.0647669534384131,Intraday protective stop,283.1269680131301,intraday
PANW,2022-03-23,2022-04-22,588.9837447,571.0503889193878,198.0,0.0,-0.03238513077869121,Intraday protective stop,571.3360569478617,intraday
VRTX,2022-07-21,2022-08-23,285.93289500000003,292.043905,395.0,0.0,0.01933147878737662,Leader rotation,,
TMUS,2022-08-23,2022-09-13,144.65229,138.38860464847406,796.0,0.0,-0.045213152588972516,Intraday protective stop,138.4578335652567,intraday
PDD,2022-11-14,2023-01-17,67.623795,94.4577475,1625.0,0.0,0.3940214495765617,Leader rotation,,
NFLX,2023-01-17,2023-02-22,331.24553999999995,333.126458963171,462.0,0.0,0.0036689750828806655,Intraday protective stop,333.2931055159289,intraday
MELI,2023-02-24,2023-03-13,1163.831625,1127.6058065479929,132.0,0.0,-0.03306215115648581,Intraday protective stop,1128.1698914937397,intraday
NVDA,2023-03-22,2023-08-09,264.382125,426.7199172764623,562.0,22.48,0.6109534261029061,Intraday protective stop,426.9333839684465,intraday
NVDA,2023-08-30,2023-09-18,490.68521999999996,427.26626000000005,488.0,19.52,-0.1309040423129083,Intraday protective stop,433.3473722883003,gap_open
CRWD,2023-09-19,2023-10-26,167.03347499999998,170.99622337664968,1246.0,0.0,0.02167887353533393,Intraday protective stop,171.08176425877906,intraday
CEG,2023-11-06,2023-11-15,119.049495,126.51671,1786.0,0.0,0.0606002936899428,Leader rotation,,
NVDA,2023-11-15,2023-12-04,499.599675,457.71435555036766,451.0,0.0,-0.08566825758350649,Intraday protective stop,457.9433272139746,intraday
ZS,2023-12-05,2023-12-12,196.26808499999999,206.8965,1039.0,0.0,0.052046339472973546,Leader rotation,,
PDD,2023-12-12,2024-01-17,143.27159999999998,137.26133500000003,1504.0,0.0,-0.043864334743091815,Intraday protective stop,138.82836319659424,gap_open
CRWD,2024-01-19,2024-02-21,285.1425,282.888485,727.0,0.0,-0.009887080173042295,Intraday protective stop,299.55376306828606,gap_open
META,2024-02-22,2024-03-01,480.48012,491.86394500000006,427.0,0.0,0.02164726368938008,Leader rotation,,
AMD,2024-03-01,2024-03-07,198.008955,212.41374000000002,1059.0,0.0,0.070604796248114,Leader rotation,,
NVDA,2024-03-07,2024-04-09,902.0308900499999,832.9571685738534,248.0,0.0,-0.07842078618758386,Intraday protective stop,833.3738555016042,intraday
CRWD,2024-04-10,2024-04-18,306.142995,290.169534219716,676.0,0.0,-0.05407022326091193,Intraday protective stop,290.3146915654987,intraday
NVDA,2024-05-07,2024-06-24,91.143549,118.8150842935022,2140.0,21.400000000000002,0.3011088862436224,Intraday protective stop,118.87452155427933,intraday
ARM,2024-06-25,2024-07-18,151.645785,153.5858837950461,1678.0,0.0,0.010770057950234113,Intraday protective stop,153.6627151526224,intraday
AVGO,2024-08-16,2024-09-06,164.552235,143.17837500000002,1563.0,0.0,-0.13162951374875365,Intraday protective stop,144.165441420133,gap_open
CEG,2024-09-20,2024-10-30,235.27757999999997,266.74656,949.0,0.0,0.13148732590738077,Leader rotation,,
NVDA,2024-10-30,2024-11-08,139.60977,148.69561500000003,1761.0,0.0,0.06295226232473494,Leader rotation,,
TSLA,2024-11-08,2024-11-19,299.28956999999997,335.59212,896.0,0.0,0.11905538931318693,Leader rotation,,
APP,2024-11-19,2024-12-10,295.42763999999994,328.41555422243306,1015.0,0.0,0.10944046836281762,Intraday protective stop,328.5798441445053,intraday
TSLA,2024-12-11,2024-12-31,409.90484999999995,411.3191326680688,812.0,0.0,0.001445374991736692,Intraday protective stop,411.5248951156266,intraday
MRVL,2025-01-23,2025-01-24,123.42168,126.61666000000001,2673.0,0.0,0.02383697629411352,Leader rotation,,
PLTR,2025-01-24,2025-02-05,79.089525,101.72911,4282.0,0.0,0.2836827005215299,Leader rotation,,
APP,2025-02-05,2025-02-24,377.55868499999997,400.57199750612705,1158.0,0.0,0.05883315557889035,Intraday protective stop,400.772383697976,intraday
APP,2025-02-25,2025-02-25,406.90335,400.57199750612705,1127.0,0.0,-0.017526757017935157,Intraday protective stop,400.772383697976,intraday
PLTR,2025-04-28,2025-08-19,113.83689,166.71742480729455,3998.0,0.0,0.46160285175945925,Intraday protective stop,166.80082521990448,intraday
IDXX,2025-08-20,2025-09-10,638.13891,652.583545,1042.0,0.0,0.02059233744769906,Leader rotation,,
AVGO,2025-09-10,2025-09-15,351.69575999999995,359.690065,1930.0,0.0,0.020687322279542286,Leader rotation,,
WBD,2025-09-15,2025-10-01,18.774382499999998,19.520235000000003,36439.0,0.0,0.03764976192791103,Leader rotation,,
PLTR,2025-10-01,2025-10-09,181.41065999999998,183.48821,3938.0,0.0,0.009431310099474066,Leader rotation,,
AMD,2025-10-09,2025-10-29,236.41815,264.057905,3068.0,0.0,0.1146788720672327,Leader rotation,,
MU,2025-10-29,2025-11-20,229.17452999999998,213.28804849711256,3528.0,0.0,-0.07117994940334149,Intraday protective stop,213.39474587004756,intraday
WDC,2026-01-28,2026-03-30,263.58172499999995,251.20185646354292,2849.0,356.125,-0.04839825379660834,Intraday protective stop,251.32752022365474,intraday
WDC,2026-04-09,2026-05-11,344.05194,488.785485,2077.0,0.0,0.417835024050077,Leader rotation,,
MU,2026-05-11,2026-05-19,793.37649,654.0541611715769,1277.0,0.0,-0.177253967217059,Intraday protective stop,654.3813518475006,intraday
LITE,2026-05-20,2026-06-09,917.4685049999999,786.9865796483199,908.0,0.0,-0.14393336162555026,Intraday protective stop,787.3802697832115,intraday
