date,index_events_count,wikipedia_count,common_count,only_index_events_count,only_wikipedia_count,only_index_events,only_wikipedia
2020-01-08,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-09,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-10,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-13,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-14,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-15,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-16,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-17,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-21,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-22,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-23,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-24,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-27,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-28,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-29,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-30,103,101,100,3,1,"FB,FISV,WLTW",META
2020-01-31,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-03,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-04,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-05,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-06,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-07,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-10,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-11,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-12,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-13,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-14,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-18,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-19,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-20,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-21,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-24,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-25,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-26,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-27,103,101,100,3,1,"FB,FISV,WLTW",META
2020-02-28,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-02,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-03,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-04,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-05,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-06,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-09,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-10,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-11,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-12,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-13,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-16,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-17,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-18,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-19,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-20,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-23,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-24,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-25,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-26,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-27,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-30,103,101,100,3,1,"FB,FISV,WLTW",META
2020-03-31,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-01,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-02,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-03,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-06,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-07,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-08,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-09,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-13,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-14,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-15,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-16,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-17,103,101,100,3,1,"FB,FISV,WLTW",META
2020-04-20,103,101,99,4,2,"DXCM,FB,FISV,WLTW","AAL,META"
2020-04-21,103,101,99,4,2,"DXCM,FB,FISV,WLTW","AAL,META"
2020-04-22,103,101,99,4,2,"DXCM,FB,FISV,WLTW","AAL,META"
2020-04-23,103,101,99,4,2,"DXCM,FB,FISV,WLTW","AAL,META"
2020-04-24,103,101,99,4,2,"DXCM,FB,FISV,WLTW","AAL,META"
2020-04-27,103,101,99,4,2,"DXCM,FB,FISV,WLTW","AAL,META"
2020-04-28,103,101,99,4,2,"DXCM,FB,FISV,WLTW","AAL,META"
2020-04-29,103,101,99,4,2,"DXCM,FB,FISV,WLTW","AAL,META"
2020-04-30,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-01,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-04,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-05,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-06,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-07,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-08,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-11,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-12,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-13,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-14,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-15,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-18,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-19,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-20,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-21,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-22,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-26,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-27,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-28,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-05-29,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-01,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-02,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-03,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-04,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-05,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-08,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-09,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-10,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-11,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-12,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-15,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-16,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-17,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-18,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-19,103,101,99,4,2,"DXCM,FB,FISV,ZM","AAL,META"
2020-06-22,103,101,98,5,3,"DOCU,DXCM,FB,FISV,ZM","AAL,META,UAL"
2020-06-23,103,101,98,5,3,"DOCU,DXCM,FB,FISV,ZM","AAL,META,UAL"
2020-06-24,103,101,98,5,3,"DOCU,DXCM,FB,FISV,ZM","AAL,META,UAL"
2020-06-25,103,101,98,5,3,"DOCU,DXCM,FB,FISV,ZM","AAL,META,UAL"
2020-06-26,103,101,98,5,3,"DOCU,DXCM,FB,FISV,ZM","AAL,META,UAL"
2020-06-29,103,101,98,5,3,"DOCU,DXCM,FB,FISV,ZM","AAL,META,UAL"
2020-06-30,103,101,98,5,3,"DOCU,DXCM,FB,FISV,ZM","AAL,META,UAL"
2020-07-01,103,102,101,2,1,"FB,FISV",META
2020-07-02,103,102,101,2,1,"FB,FISV",META
2020-07-06,103,102,101,2,1,"FB,FISV",META
2020-07-07,103,102,101,2,1,"FB,FISV",META
2020-07-08,103,102,101,2,1,"FB,FISV",META
2020-07-09,103,102,101,2,1,"FB,FISV",META
2020-07-10,103,102,101,2,1,"FB,FISV",META
2020-07-13,103,102,101,2,1,"FB,FISV",META
2020-07-14,103,102,101,2,1,"FB,FISV",META
2020-07-15,103,102,101,2,1,"FB,FISV",META
2020-07-16,103,102,101,2,1,"FB,FISV",META
2020-07-17,103,102,101,2,1,"FB,FISV",META
2020-07-20,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-21,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-22,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-23,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-24,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-27,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-28,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-29,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-30,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-07-31,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-03,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-04,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-05,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-06,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-07,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-10,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-11,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-12,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-13,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-14,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-17,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-18,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-19,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-20,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-21,103,102,100,3,2,"FB,FISV,MRNA","CSGP,META"
2020-08-24,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-08-25,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-08-26,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-08-27,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-08-28,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-08-31,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-01,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-02,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-03,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-04,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-08,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-09,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-10,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-11,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-14,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-15,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-16,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-17,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-18,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-21,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-22,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-23,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-24,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-25,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-28,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-29,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-09-30,103,102,99,4,3,"FB,FISV,MRNA,PDD","CSGP,META,NTAP"
2020-10-01,103,102,101,2,1,"FB,FISV",META
2020-10-02,103,102,101,2,1,"FB,FISV",META
2020-10-05,103,102,101,2,1,"FB,FISV",META
2020-10-06,103,102,101,2,1,"FB,FISV",META
2020-10-07,103,102,101,2,1,"FB,FISV",META
2020-10-08,103,102,101,2,1,"FB,FISV",META
2020-10-09,103,102,101,2,1,"FB,FISV",META
2020-10-12,103,102,101,2,1,"FB,FISV",META
2020-10-13,103,102,101,2,1,"FB,FISV",META
2020-10-14,103,102,101,2,1,"FB,FISV",META
2020-10-15,103,102,101,2,1,"FB,FISV",META
2020-10-16,103,102,101,2,1,"FB,FISV",META
2020-10-19,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-20,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-21,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-22,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-23,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-26,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-27,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-28,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-29,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-10-30,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-02,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-03,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-04,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-05,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-06,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-09,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-10,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-11,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-12,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-13,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-16,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-17,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-18,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-19,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-20,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-23,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-24,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-25,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-27,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-11-30,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-01,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-02,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-03,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-04,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-07,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-08,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-09,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-10,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-11,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-14,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-15,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-16,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-17,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-18,103,102,100,3,2,"FB,FISV,KDP","META,WDC"
2020-12-21,102,102,93,9,9,"AEP,FB,FISV,KDP,MRVL,MTCH,OKTA,PTON,TEAM","BMRN,CTXS,EXPE,LBTYA,LBTYK,META,TTWO,ULTA,WDC"
2020-12-22,102,102,93,9,9,"AEP,FB,FISV,KDP,MRVL,MTCH,OKTA,PTON,TEAM","BMRN,CTXS,EXPE,LBTYA,LBTYK,META,TTWO,ULTA,WDC"
2020-12-23,102,102,93,9,9,"AEP,FB,FISV,KDP,MRVL,MTCH,OKTA,PTON,TEAM","BMRN,CTXS,EXPE,LBTYA,LBTYK,META,TTWO,ULTA,WDC"
2020-12-24,102,102,93,9,9,"AEP,FB,FISV,KDP,MRVL,MTCH,OKTA,PTON,TEAM","BMRN,CTXS,EXPE,LBTYA,LBTYK,META,TTWO,ULTA,WDC"
2020-12-28,102,102,93,9,9,"AEP,FB,FISV,KDP,MRVL,MTCH,OKTA,PTON,TEAM","BMRN,CTXS,EXPE,LBTYA,LBTYK,META,TTWO,ULTA,WDC"
2020-12-29,102,102,93,9,9,"AEP,FB,FISV,KDP,MRVL,MTCH,OKTA,PTON,TEAM","BMRN,CTXS,EXPE,LBTYA,LBTYK,META,TTWO,ULTA,WDC"
2020-12-30,102,102,93,9,9,"AEP,FB,FISV,KDP,MRVL,MTCH,OKTA,PTON,TEAM","BMRN,CTXS,EXPE,LBTYA,LBTYK,META,TTWO,ULTA,WDC"
2020-12-31,102,102,93,9,9,"AEP,FB,FISV,KDP,MRVL,MTCH,OKTA,PTON,TEAM","BMRN,CTXS,EXPE,LBTYA,LBTYK,META,TTWO,ULTA,WDC"
2021-01-04,102,101,100,2,1,"FB,FISV",META
2021-01-05,102,101,100,2,1,"FB,FISV",META
2021-01-06,102,101,100,2,1,"FB,FISV",META
2021-01-07,102,101,100,2,1,"FB,FISV",META
2021-01-08,102,101,100,2,1,"FB,FISV",META
2021-01-11,102,101,100,2,1,"FB,FISV",META
2021-01-12,102,101,100,2,1,"FB,FISV",META
2021-01-13,102,101,100,2,1,"FB,FISV",META
2021-01-14,102,101,100,2,1,"FB,FISV",META
2021-01-15,102,101,100,2,1,"FB,FISV",META
2021-01-19,102,101,100,2,1,"FB,FISV",META
2021-01-20,102,101,100,2,1,"FB,FISV",META
2021-01-21,102,101,100,2,1,"FB,FISV",META
2021-01-22,102,101,100,2,1,"FB,FISV",META
2021-01-25,102,101,100,2,1,"FB,FISV",META
2021-01-26,102,101,100,2,1,"FB,FISV",META
2021-01-27,102,101,100,2,1,"FB,FISV",META
2021-01-28,102,101,100,2,1,"FB,FISV",META
2021-01-29,102,101,100,2,1,"FB,FISV",META
2021-02-01,102,101,100,2,1,"FB,FISV",META
2021-02-02,102,101,100,2,1,"FB,FISV",META
2021-02-03,102,101,100,2,1,"FB,FISV",META
2021-02-04,102,101,100,2,1,"FB,FISV",META
2021-02-05,102,101,100,2,1,"FB,FISV",META
2021-02-08,102,101,100,2,1,"FB,FISV",META
2021-02-09,102,101,100,2,1,"FB,FISV",META
2021-02-10,102,101,100,2,1,"FB,FISV",META
2021-02-11,102,101,100,2,1,"FB,FISV",META
2021-02-12,102,101,100,2,1,"FB,FISV",META
2021-02-16,102,101,100,2,1,"FB,FISV",META
2021-02-17,102,101,100,2,1,"FB,FISV",META
2021-02-18,102,101,100,2,1,"FB,FISV",META
2021-02-19,102,101,100,2,1,"FB,FISV",META
2021-02-22,102,101,100,2,1,"FB,FISV",META
2021-02-23,102,101,100,2,1,"FB,FISV",META
2021-02-24,102,101,100,2,1,"FB,FISV",META
2021-02-25,102,101,100,2,1,"FB,FISV",META
2021-02-26,102,101,100,2,1,"FB,FISV",META
2021-03-01,102,101,100,2,1,"FB,FISV",META
2021-03-02,102,101,100,2,1,"FB,FISV",META
2021-03-03,102,101,100,2,1,"FB,FISV",META
2021-03-04,102,101,100,2,1,"FB,FISV",META
2021-03-05,102,101,100,2,1,"FB,FISV",META
2021-03-08,102,101,100,2,1,"FB,FISV",META
2021-03-09,102,101,100,2,1,"FB,FISV",META
2021-03-10,102,101,100,2,1,"FB,FISV",META
2021-03-11,102,101,100,2,1,"FB,FISV",META
2021-03-12,102,101,100,2,1,"FB,FISV",META
2021-03-15,102,101,100,2,1,"FB,FISV",META
2021-03-16,102,101,100,2,1,"FB,FISV",META
2021-03-17,102,101,100,2,1,"FB,FISV",META
2021-03-18,102,101,100,2,1,"FB,FISV",META
2021-03-19,102,101,100,2,1,"FB,FISV",META
2021-03-22,102,101,100,2,1,"FB,FISV",META
2021-03-23,102,101,100,2,1,"FB,FISV",META
2021-03-24,102,101,100,2,1,"FB,FISV",META
2021-03-25,102,101,100,2,1,"FB,FISV",META
2021-03-26,102,101,100,2,1,"FB,FISV",META
2021-03-29,102,101,100,2,1,"FB,FISV",META
2021-03-30,102,101,100,2,1,"FB,FISV",META
2021-03-31,102,101,100,2,1,"FB,FISV",META
2021-04-01,102,101,100,2,1,"FB,FISV",META
2021-04-05,102,101,100,2,1,"FB,FISV",META
2021-04-06,102,101,100,2,1,"FB,FISV",META
2021-04-07,102,101,100,2,1,"FB,FISV",META
2021-04-08,102,101,100,2,1,"FB,FISV",META
2021-04-09,102,101,100,2,1,"FB,FISV",META
2021-04-12,102,101,100,2,1,"FB,FISV",META
2021-04-13,102,101,100,2,1,"FB,FISV",META
2021-04-14,102,101,100,2,1,"FB,FISV",META
2021-04-15,102,101,100,2,1,"FB,FISV",META
2021-04-16,102,101,100,2,1,"FB,FISV",META
2021-04-19,102,101,100,2,1,"FB,FISV",META
2021-04-20,102,101,100,2,1,"FB,FISV",META
2021-04-21,102,101,100,2,1,"FB,FISV",META
2021-04-22,102,101,100,2,1,"FB,FISV",META
2021-04-23,102,101,100,2,1,"FB,FISV",META
2021-04-26,102,101,100,2,1,"FB,FISV",META
2021-04-27,102,101,100,2,1,"FB,FISV",META
2021-04-28,102,101,100,2,1,"FB,FISV",META
2021-04-29,102,101,100,2,1,"FB,FISV",META
2021-04-30,102,101,100,2,1,"FB,FISV",META
2021-05-03,102,101,100,2,1,"FB,FISV",META
2021-05-04,102,101,100,2,1,"FB,FISV",META
2021-05-05,102,101,100,2,1,"FB,FISV",META
2021-05-06,102,101,100,2,1,"FB,FISV",META
2021-05-07,102,101,100,2,1,"FB,FISV",META
2021-05-10,102,101,100,2,1,"FB,FISV",META
2021-05-11,102,101,100,2,1,"FB,FISV",META
2021-05-12,102,101,100,2,1,"FB,FISV",META
2021-05-13,102,101,100,2,1,"FB,FISV",META
2021-05-14,102,101,100,2,1,"FB,FISV",META
2021-05-17,102,101,100,2,1,"FB,FISV",META
2021-05-18,102,101,100,2,1,"FB,FISV",META
2021-05-19,102,101,100,2,1,"FB,FISV",META
2021-05-20,102,101,100,2,1,"FB,FISV",META
2021-05-21,102,101,100,2,1,"FB,FISV",META
2021-05-24,102,101,100,2,1,"FB,FISV",META
2021-05-25,102,101,100,2,1,"FB,FISV",META
2021-05-26,102,101,100,2,1,"FB,FISV",META
2021-05-27,102,101,100,2,1,"FB,FISV",META
2021-05-28,102,101,100,2,1,"FB,FISV",META
2021-06-01,102,101,100,2,1,"FB,FISV",META
2021-06-02,102,101,100,2,1,"FB,FISV",META
2021-06-03,102,101,100,2,1,"FB,FISV",META
2021-06-04,102,101,100,2,1,"FB,FISV",META
2021-06-07,102,101,100,2,1,"FB,FISV",META
2021-06-08,102,101,100,2,1,"FB,FISV",META
2021-06-09,102,101,100,2,1,"FB,FISV",META
2021-06-10,102,101,100,2,1,"FB,FISV",META
2021-06-11,102,101,100,2,1,"FB,FISV",META
2021-06-14,102,101,100,2,1,"FB,FISV",META
2021-06-15,102,101,100,2,1,"FB,FISV",META
2021-06-16,102,101,100,2,1,"FB,FISV",META
2021-06-17,102,101,100,2,1,"FB,FISV",META
2021-06-18,102,101,100,2,1,"FB,FISV",META
2021-06-21,102,101,100,2,1,"FB,FISV",META
2021-06-22,102,101,100,2,1,"FB,FISV",META
2021-06-23,102,101,100,2,1,"FB,FISV",META
2021-06-24,102,101,100,2,1,"FB,FISV",META
2021-06-25,102,101,100,2,1,"FB,FISV",META
2021-06-28,102,101,100,2,1,"FB,FISV",META
2021-06-29,102,101,100,2,1,"FB,FISV",META
2021-06-30,102,101,100,2,1,"FB,FISV",META
2021-07-01,102,101,100,2,1,"FB,FISV",META
2021-07-02,102,101,100,2,1,"FB,FISV",META
2021-07-06,102,101,100,2,1,"FB,FISV",META
2021-07-07,102,101,100,2,1,"FB,FISV",META
2021-07-08,102,101,100,2,1,"FB,FISV",META
2021-07-09,102,101,100,2,1,"FB,FISV",META
2021-07-12,102,101,100,2,1,"FB,FISV",META
2021-07-13,102,101,100,2,1,"FB,FISV",META
2021-07-14,102,101,100,2,1,"FB,FISV",META
2021-07-15,102,101,100,2,1,"FB,FISV",META
2021-07-16,102,101,100,2,1,"FB,FISV",META
2021-07-19,102,101,100,2,1,"FB,FISV",META
2021-07-20,102,101,100,2,1,"FB,FISV",META
2021-07-21,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-07-22,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-07-23,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-07-26,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-07-27,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-07-28,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-07-29,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-07-30,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-08-02,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-08-03,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-08-04,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-08-05,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-08-06,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-08-09,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-08-10,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
2021-08-11,102,101,99,3,2,"FB,FISV,HON","ALXN,META"
