removed_top_trades,removed_pnl_value,value_replay_final_equity,value_replay_return,value_replay_return_display,pct_product_final_equity,pct_product_return,pct_product_return_display,original_final_equity,original_return,original_return_display,original_pct_product_final_equity
0,0.0,9627258.388355836,961.7258388355837,+96172.58%,10032969.866678128,1002.2969866678128,+100229.70%,9627258.388355836,961.7258388355837,+96172.58%,10032969.866678128
1,3594813.2916020053,6032445.096753831,602.2445096753831,+60224.45%,5421196.0550418375,541.1196055041837,+54111.96%,9627258.388355836,961.7258388355837,+96172.58%,10032969.866678128
3,5965363.292892333,3661895.095463503,365.18950954635034,+36518.95%,3353126.7831842313,334.31267831842314,+33431.27%,9627258.388355836,961.7258388355837,+96172.58%,10032969.866678128
5,7299030.624096109,2328227.7642597277,231.82277642597276,+23182.28%,1800203.6976298993,179.02036976298993,+17902.04%,9627258.388355836,961.7258388355837,+96172.58%,10032969.866678128
10,9603039.95667264,24218.431683195755,1.4218431683195756,+142.18%,341104.51222784707,33.110451222784704,+3311.05%,9627258.388355836,961.7258388355837,+96172.58%,10032969.866678128
