trade_no,symbol,entry_time,exit_time,entry_price,exit_price,quantity,entry_value,exit_value,pnl_value,pnl_pct,exit_reason,entry_delay_bars,exit_delay_bars,entry_price_penalty,exit_price_penalty,pnl_pct_display
88,TSLA,2020-08-18,2020-08-26,126.66263438415527,136.57799494171144,1550,196523.4103787361,211484.19626749307,14960.785888756975,0.076127245400051,Leader rotation,0,0,0.0,0.005,+7.61%
89,ZM,2020-08-26,2020-09-15,293.1465,407.745,718,210689.666187,292468.14908999996,81778.48290299997,0.38814662523797705,Supertrend down,0,0,0.0,0.005,+38.81%
90,ZM,2020-10-13,2020-10-26,494.24699999999996,517.6263240966797,592,292886.81822399993,306128.3490813692,13241.530857369245,0.04521040222179651,Leader rotation,0,0,0.0,0.005,+4.52%
91,ALGN,2020-10-26,2020-11-09,462.9613759918213,498.2445,643,297981.8489275038,320050.84228650003,22068.99335899623,0.07406153575604346,Leader rotation,0,0,0.0,0.005,+7.41%
92,PDD,2020-11-09,2020-11-19,112.63629183197021,133.70058242797853,2749,309946.8034123322,367175.3581934184,57228.55478108622,0.1846399257905984,Leader rotation,0,0,0.0,0.005,+18.46%
93,TSLA,2020-11-19,2021-02-16,164.082,271.16698988342284,2349,385814.0466179999,636334.2879769242,250520.2413589243,0.6493289799968534,Leader rotation,0,0,0.0,0.005,+64.93%
94,MRNA,2021-02-16,2021-03-03,182.50120866394042,145.28650135803224,3467,633364.4221283192,503204.59190808947,-130159.83022022969,-0.20550543363779183,Supertrend down,0,0,0.0,0.005,-20.55%
95,AMAT,2021-04-06,2021-05-17,143.9519448852539,121.32900000000001,3513,506208.88556427887,425802.548223,-80406.33734127885,-0.15884023302287287,Supertrend down,0,0,0.0,0.005,-15.88%
96,MRNA,2021-06-11,2021-07-08,212.0059438934326,214.47387364196777,1959,415734.9637313216,419734.16414615023,3999.200414828607,0.009619591238934522,Leader rotation,0,0,0.0,0.005,+0.96%
97,AMAT,2021-07-08,2021-07-22,131.70581938934325,136.2465,3260,429790.3321804682,443719.42640999996,13929.094229531765,0.03240904503101527,Leader rotation,0,0,0.0,0.005,+3.24%
98,MRNA,2021-07-22,2021-09-07,319.1595,407.24775,1389,443755.8580454999,565101.45762525,121345.5995797501,0.2734512623995784,Supertrend down,0,0,0.0,0.005,+27.35%
99,NVDA,2021-09-07,2021-10-05,22.84441668319702,19.84027575874329,24712,565095.7563002399,489802.6016555141,-75293.15464472584,-0.1332396391324553,Supertrend down,0,0,0.0,0.005,-13.32%
100,TEAM,2021-10-19,2021-11-05,415.2075,444.91941485595703,1178,489603.54943499994,523590.9556296171,33987.40619461716,0.06941821854404129,Leader rotation,0,0,0.0,0.005,+6.94%
101,NVDA,2021-11-05,2021-12-20,30.202093774795532,27.154822803497314,17326,523804.7582188494,470013.9754335011,-53790.7827853483,-0.102692428698546,Supertrend down,0,0,0.0,0.005,-10.27%
102,PANW,2022-03-23,2022-03-30,98.1640553627014,101.71248901748658,4713,463109.8401173361,478891.58977867477,15781.74966133869,0.03407776793803419,Leader rotation,0,0,0.0,0.005,+3.41%
103,TSLA,2022-03-30,2022-04-05,363.9051893005371,376.6834459533692,1333,485570.7029549535,501616.9144223853,16046.2114674318,0.03304608653236718,Leader rotation,0,0,0.0,0.005,+3.30%
104,DLTR,2022-04-05,2022-05-06,156.24808316802978,160.09460575103762,3208,501745.09465384256,513069.91175407934,11324.817100236774,0.022570857634492292,Supertrend down,0,0,0.0,0.005,+2.26%
105,VRTX,2022-07-21,2022-08-23,285.9329035491943,290.58295742797856,1792,512904.1549233163,520203.93505122664,7299.780127910315,0.014232249939565511,Leader rotation,0,0,0.0,0.005,+1.42%
106,TMUS,2022-08-23,2022-08-26,144.65229183197022,146.28100135803223,3594,520400.21718094504,525208.184961887,4807.967780941923,0.009238981119160883,Leader rotation,0,0,0.0,0.005,+0.92%
107,CEG,2022-08-26,2022-10-21,82.78136786270142,84.23414696502687,6339,525275.841972546,533426.297353694,8150.455381148029,0.015516524328514691,Supertrend down,0,0,0.0,0.005,+1.55%
108,PDD,2022-11-14,2023-01-17,67.62379133605957,93.9901971244812,7880,533408.3512038775,739902.1105875709,206493.75938369345,0.387121346933633,Leader rotation,0,0,0.0,0.005,+38.71%
109,NFLX,2023-01-17,2023-03-02,33.124555709838866,30.924972667694092,22315,739913.6351257192,689400.674314514,-50512.96081120521,-0.06826872544742668,Supertrend down,0,0,0.0,0.005,-6.83%
110,MELI,2023-03-02,2023-03-22,1195.5974999999999,1217.4668514404298,576,689352.8241599998,700559.6455232578,11206.821363257943,0.016257018134238965,Leader rotation,0,0,0.0,0.005,+1.63%
111,NVDA,2023-03-22,2023-06-13,26.438211736679076,39.96497781944275,26473,700598.6780844103,1056934.864956294,356336.1868718837,0.5086166988584457,Leader rotation,0,0,0.0,0.005,+50.86%
112,META,2023-06-13,2023-06-20,275.0174448852539,277.1969959259033,3839,1056847.762885404,1063095.1080921832,6247.345206779195,0.005911300970844469,Leader rotation,0,0,0.0,0.005,+0.59%
113,NVDA,2023-06-20,2023-08-16,43.019500099182125,44.275140455245975,24689,1063170.5463866561,1092015.8337568683,28845.287370212143,0.027131383077011684,Supertrend down,0,0,0.0,0.005,+2.71%
114,NVDA,2023-08-30,2023-09-27,49.06852071762085,42.097186820983886,22233,1092031.361535979,935010.8078363438,-157020.5536996352,-0.1437875863553777,Supertrend down,0,0,0.0,0.005,-14.38%
115,NVDA,2023-10-12,2023-10-25,46.800388927459714,43.15930981636048,19946,934414.0381046584,859994.7380035289,-74419.30010112945,-0.0796427462199516,Supertrend down,0,0,0.0,0.005,-7.96%
