trade_no,symbol,entry_time,exit_time,entry_price,exit_price,quantity,entry_value,exit_value,pnl_value,pnl_pct,exit_reason,entry_delay_bars,exit_delay_bars,entry_price_penalty,exit_price_penalty,pnl_pct_display
1,BIDU,2010-10-21,2010-12-10,102.62206214904785,107.1035,97,9974.248708514557,10368.261421,394.01271248544253,0.03950299656645728,Leader rotation,1,1,0.005,0.005,+3.95%
2,BKNG,2010-12-10,2011-02-18,16.672639427185057,18.110679317474364,622,10391.122487156525,11242.312850398117,851.1903632415924,0.08191515058105292,Leader rotation,1,1,0.005,0.005,+8.19%
3,NVDA,2011-02-18,2011-03-03,0.6423309750556946,0.5275654767751694,17471,11244.608794128437,9198.662251849508,-2045.946542278929,-0.18194910821150623,Supertrend down,1,1,0.005,0.005,-18.19%
4,NFLX,2011-04-25,2011-06-24,3.660546359539032,3.64940034532547,2508,9199.01157026334,9134.390673944125,-64.62089631921481,-0.007024765196307348,Supertrend down,1,1,0.005,0.005,-0.70%
5,BIIB,2011-07-01,2011-08-10,107.99409846496582,85.981,83,8981.437192937348,7122.150154,-1859.2870389373484,-0.20701442308135487,Supertrend down,1,1,0.005,0.005,-20.70%
6,DLTR,2011-09-19,2011-10-25,37.74512046051026,40.48561954498291,192,7261.557254674805,7757.692474731445,496.1352200566398,0.06832352932798824,Leader rotation,1,1,0.005,0.005,+6.83%
7,BIIB,2011-10-25,2011-12-05,110.1167590789795,114.17084060668945,70,7723.589481799622,7975.974924783325,252.3854429837029,0.03267722133322093,Leader rotation,1,1,0.005,0.005,+3.27%
8,DLTR,2011-12-05,2012-01-20,42.06588861846924,42.72709060668945,190,8008.503875184173,8101.910920840453,93.40704565628039,0.011663482606997233,Leader rotation,1,1,0.005,0.005,+1.17%
9,FAST,2012-01-20,2012-01-27,11.470915153503418,11.595009962081908,706,8114.66303057016,8169.704879163367,55.04184859320685,0.0067830109994524435,Leader rotation,1,1,0.005,0.005,+0.68%
10,MNST,2012-01-27,2012-02-15,8.941663320541382,9.135688093185426,907,8126.308808994495,8269.496962318142,143.18815332364738,0.017620318977437988,Leader rotation,1,1,0.005,0.005,+1.76%
11,STX,2012-02-15,2012-04-18,26.769660614013674,28.428400379180907,310,8315.191979924928,8795.178509310988,479.9865293860603,0.05772404660588415,Supertrend down,1,1,0.005,0.005,+5.77%
12,MNST,2012-06-21,2012-07-06,12.704103090286255,12.168216793060303,690,8783.36279456211,8379.277448037185,-404.0853465249256,-0.046005767492047545,Supertrend down,1,1,0.005,0.005,-4.60%
13,AAPL,2012-07-06,2012-08-02,21.81187629699707,21.400820682525634,383,8370.656518993377,8180.121292764503,-190.5352262288743,-0.022762279851830214,Supertrend down,1,1,0.005,0.005,-2.28%
14,EXPE,2012-08-02,2012-08-24,56.38629923248291,51.70788045501709,145,8192.365415487442,7482.647380645523,-709.7180348419188,-0.08663163797603757,Supertrend down,1,1,0.005,0.005,-8.66%
15,STX,2012-08-24,2012-09-14,33.78148184204102,30.52573908996582,212,7175.997498813721,6458.513773698608,-717.483725115113,-0.09998383154867618,Supertrend down,1,1,0.005,0.005,-10.00%
16,VRTX,2012-09-14,2012-09-24,56.65791969299316,58.646,119,6755.777028353119,6964.916252,209.13922364688096,0.030957093872274077,Leader rotation,1,1,0.005,0.005,+3.10%
17,EXPE,2012-09-24,2012-10-19,59.1125583114624,53.825101516723635,117,6930.001661085983,6284.941803701751,-645.0598573842317,-0.0930822081914402,Supertrend down,1,1,0.005,0.005,-9.31%
18,BBBY,2012-11-27,2013-02-06,14.8385,13.299720113754272,426,6333.843402,5654.349406922402,-679.4939950775988,-0.10727988552148904,Supertrend down,1,1,0.005,0.005,-10.73%
19,SIRI,2013-02-06,2013-03-05,32.192,31.808,175,5644.867200000001,5555.267199999999,-89.60000000000127,-0.01587282691079095,Supertrend down,1,1,0.005,0.005,-1.59%
20,GILD,2013-03-05,2013-05-02,44.61609846496582,52.4335,124,5543.461002075074,6488.750492,945.2894899249259,0.17052334084628318,Leader rotation,1,1,0.005,0.005,+17.05%
21,BBBY,2013-05-02,2013-07-11,21.83020076751709,27.87176091003418,297,6496.536767208481,8261.35716429959,1764.820397091109,0.27165556977974914,Leader rotation,1,1,0.005,0.005,+27.17%
