symbol,entry_time,exit_time,entry_price,exit_price,quantity,corporate_action_cash,pnl_pct,exit_reason
AMZN,2015-10-20,2016-01-05,572.286,646.5365700000001,17.0,0.0,0.12748658649933597,Supertrend down
NVDA,2016-03-02,2017-01-04,32.586285,103.34830000000001,344.0,127.4176,2.1765462021872053,Supertrend down
STX,2017-01-04,2017-03-22,39.74986499999999,44.39779000000001,37.0,23.31,0.13053097806102687,Supertrend down
INCY,2017-03-22,2017-04-03,141.820875,134.9325,250.0,0.0,-0.05047190975655291,Supertrend down
WDC,2017-04-03,2017-07-31,82.64129999999999,86.07694000000001,411.0,205.5,0.04553605281377027,Supertrend down
VRTX,2017-07-31,2017-10-17,153.066495,154.47272500000003,155.0,0.0,0.007170695238126523,Leader rotation
NVDA,2017-10-17,2017-11-30,197.188545,199.1004,181.0,27.15,0.008438127847878674,Supertrend down
ALGN,2017-11-30,2017-12-05,260.08997999999997,224.90749000000002,3.0,0.0,-0.13699818660597984,Supertrend down
DLTR,2017-12-19,2018-01-08,109.57475999999998,110.70462,328.0,0.0,0.008292712190763663,Leader rotation
TTWO,2018-01-08,2018-01-22,116.55824999999999,117.711115,310.0,0.0,0.007873127445230166,Leader rotation
ALGN,2018-01-22,2018-02-06,269.77482,232.593645,135.0,0.0,-0.13954563130625952,Supertrend down
NVDA,2018-02-16,2018-03-28,245.5227,224.017935,128.0,19.2,-0.08880035586065205,Supertrend down
NFLX,2018-05-11,2018-07-18,329.814825,381.04938000000004,86.0,0.0,0.1530350176873423,Supertrend down
AMZN,2018-07-18,2018-09-18,1848.924,1917.6906750000003,17.0,0.0,0.0351204945145398,Supertrend down
XLNX,2018-12-04,2018-12-20,93.96696,84.70762500000001,362.0,0.0,-0.10033932143804558,Supertrend down
REGN,2019-01-10,2019-01-25,399.5996999999999,410.64457500000003,76.0,0.0,0.02558662160827807,Leader rotation
XLNX,2019-01-25,2019-04-26,105.97296,115.46224000000001,296.0,106.56,0.09076113919462658,Supertrend down
MELI,2019-04-26,2019-08-06,491.435595,588.235735,68.0,0.0,0.19458265701362953,Supertrend down
QCOM,2019-09-06,2019-10-09,78.99947999999999,73.873045,516.0,319.92,-0.05892004443735388,Supertrend down
ASML,2019-10-16,2019-12-09,260.39013,281.97894,147.0,171.98999999999998,0.08523459273712386,Leader rotation
AMD,2019-12-09,2019-12-17,39.479729999999996,42.488745,985.0,0.0,0.07406642351904158,Leader rotation
TSLA,2019-12-17,2020-02-06,379.179495,699.56954025,117.0,0.0,0.8412699212831625,Supertrend down
LRCX,2020-02-06,2020-02-25,326.16299999999995,305.66709000000003,194.0,0.0,-0.06471191844735102,Supertrend down
REGN,2020-04-15,2020-04-20,525.56265,566.4266450000001,147.0,0.0,0.07559949975815194,Leader rotation
TSLA,2020-04-20,2020-09-01,146.61337005000001,501.88893,570.0,0.0,2.416374337103541,Leader rotation
ZM,2020-09-01,2020-09-09,439.72975499999995,369.565125,290.0,0.0,-0.16124226539580366,Supertrend down
ZM,2020-10-13,2020-10-26,494.24699999999996,520.2297550000001,536.0,0.0,0.050467347116097905,Leader rotation
ALGN,2020-10-26,2020-11-09,462.961365,500.7495,582.0,0.0,0.07946156910631541,Leader rotation
PDD,2020-11-09,2020-11-19,112.63628999999999,134.37577850000002,2498.0,0.0,0.1906224488224353,Leader rotation
TSLA,2020-11-19,2021-02-23,492.246,661.798935,717.0,0.0,0.341761353887273,Supertrend down
AMAT,2021-04-06,2021-05-11,143.95193999999998,119.94000000000001,3292.0,0.0,-0.16846997935311125,Supertrend down
MRNA,2021-06-11,2021-07-08,212.00594999999998,215.55217000000002,1815.0,0.0,0.014695560825846554,Leader rotation
AMAT,2021-07-08,2021-07-19,131.70582,125.12740500000001,3035.0,0.0,-0.051845998948222394,Supertrend down
MRNA,2021-07-19,2021-08-31,284.68227,375.72204500000004,1298.0,0.0,0.317157375495835,Supertrend down
NVDA,2021-08-31,2021-09-29,227.06347499999998,209.29030250000002,2185.0,0.0,-0.0801156370154088,Supertrend down
TEAM,2021-10-19,2021-11-05,415.2075,447.15631,1099.0,0.0,0.07479486955125059,Leader rotation
NVDA,2021-11-05,2021-12-14,302.020935,276.85150500000003,1624.0,64.96000000000001,-0.08503589269459011,Supertrend down
PANW,2022-03-23,2022-05-02,588.9837447,557.9802703,762.0,0.0,-0.05453175980478797,Supertrend down
VRTX,2022-07-21,2022-08-23,285.93289500000003,292.043905,1484.0,0.0,0.01933147878737662,Leader rotation
TMUS,2022-08-23,2022-09-14,144.65229,139.31031000000002,2991.0,0.0,-0.038854015223141025,Supertrend down
PDD,2022-11-14,2023-01-17,67.623795,94.4577475,6150.0,0.0,0.3940214495765615,Leader rotation
NFLX,2023-01-17,2023-02-24,331.24553999999995,319.14035,1750.0,0.0,-0.03846944794167784,Supertrend down
MELI,2023-02-24,2023-03-22,1163.831625,1223.5879000000002,49.0,0.0,0.04924384481395183,Leader rotation
NVDA,2023-03-22,2023-08-10,264.382125,421.3892000000001,2119.0,84.76,0.5908307854641219,Supertrend down
NVDA,2023-08-30,2023-09-21,490.68521999999996,415.622085,1816.0,72.64,-0.15458706646245335,Supertrend down
SGEN,2023-09-21,2023-11-16,206.60325,212.48370500000001,369.0,0.0,0.02640767816027667,Supertrend down
NVDA,2023-11-16,2023-12-05,487.033395,454.43267000000003,1551.0,62.04,-0.06871956355817699,Supertrend down
ZS,2023-12-05,2023-12-12,196.26808499999999,206.8965,355.0,0.0,0.05204633947297377,Leader rotation
PDD,2023-12-12,2024-01-30,143.27159999999998,124.987475,4936.0,0.0,-0.1293616475615208,Supertrend down
CRWD,2024-01-30,2024-02-22,301.15049999999997,304.777535,2044.0,0.0,0.010021862411398796,Supertrend down
META,2024-02-22,2024-03-01,480.48012,491.86394500000006,321.0,0.0,0.02164726368937986,Leader rotation
AMD,2024-03-01,2024-03-07,198.008955,212.41374000000002,3157.0,0.0,0.07060479624811422,Leader rotation
NVDA,2024-03-07,2024-04-22,902.0308900499999,780.64948,742.0,0.0,-0.1362937241139982,Supertrend down
NVDA,2024-05-07,2024-06-25,91.143549,121.13940000000001,6340.0,63.4,0.32655963667547416,Supertrend down
ARM,2024-06-25,2024-07-26,151.645785,155.28232000000003,4936.0,0.0,0.02193454051087329,Supertrend down
AVGO,2024-08-16,2024-09-09,164.552235,139.04044500000003,4760.0,0.0,-0.1567258754456482,Supertrend down
CEG,2024-09-20,2024-10-30,235.27757999999997,266.74656,2807.0,0.0,0.131487325907381,Leader rotation
NVDA,2024-10-30,2024-11-08,139.60977,148.69561500000003,5207.0,0.0,0.06295226232473494,Leader rotation
TSLA,2024-11-08,2024-11-19,299.28956999999997,335.59212,2650.0,0.0,0.11905538931318693,Leader rotation
APP,2024-11-19,2024-12-11,295.42763999999994,327.43620000000004,3003.0,0.0,0.10613205256685498,Supertrend down
TSLA,2024-12-11,2025-01-02,409.90484999999995,389.90495000000004,2395.0,0.0,-0.05069208346554255,Supertrend down
MRVL,2025-01-23,2025-01-24,123.42168,126.61666000000001,7470.0,0.0,0.023836976294113743,Leader rotation
