param_entry,param_market_filter,param_asset_filter,param_rs_period,param_st_period,param_st_multiplier,param_sell_confirm_bars,param_max_positions,start,end,total_return,qqq_return,alpha,mdd,cagr,calmar,sharpe,sortino,win_rate,payoff_ratio,trade_count,score
single,none,none,100,10.0,3.0,1,5,2010-05-28 00:00:00,2026-07-16 00:00:00,5.525920869356256,14.464803309684998,-8.938882440328742,-0.515276618121772,0.12328964687063926,0.23926885586239238,0.5531331036150237,0.7825377730298004,0.5906148867313916,0.9685430918178938,1236,5.130293567967289
single,none,none,100,10.0,3.0,1,6,2010-05-28 00:00:00,2026-07-16 00:00:00,4.7930695587563985,14.464803309684998,-9.671733750928599,-0.5155466503986232,0.1150268482512673,0.2231162750496545,0.5378693926522642,0.7570128263729763,0.5833910034602076,0.9704898654752618,1445,4.396768320217068
single,none,none,100,10.0,3.0,1,7,2010-05-28 00:00:00,2026-07-16 00:00:00,6.720440292487107,14.464803309684998,-7.74436301719789,-0.4933513243845946,0.135053508839154,0.27374712940645185,0.612570473624148,0.8670131453974507,0.5748175182481752,1.0185502612826824,1644,6.344136347188156
single,none,none,100,10.0,3.0,1,8,2010-05-28 00:00:00,2026-07-16 00:00:00,6.471938386655971,14.464803309684998,-7.9928649230290265,-0.43922801938097444,0.13275417230380793,0.30224431604091395,0.6184675043679331,0.8743149557628946,0.5821621621621622,0.9890948043661549,1850,6.139109996282229
single,none,none,100,10.0,3.0,1,9,2010-05-28 00:00:00,2026-07-16 00:00:00,5.296971555085655,14.464803309684998,-9.167831754599343,-0.40590500128658047,0.12080597356943179,0.2976212985465024,0.5886081032793878,0.8266782748116376,0.5738498789346247,1.0212673629947413,2065,4.989905797154772
single,none,none,100,10.0,3.0,1,10,2010-05-28 00:00:00,2026-07-16 00:00:00,6.725101142129595,14.464803309684998,-7.739702167555403,-0.3789387196695986,0.1350959678826964,0.3565113852722368,0.6515151163589897,0.9183965876823715,0.5764600980829246,1.0315579586301966,2243,6.4414956198846856
single,none,ichimoku_cloud,50,10.0,3.0,1,3,2010-04-27 00:00:00,2026-07-16 00:00:00,4.751944154509128,13.292561920213759,-8.540617765704631,-0.6930963771633487,0.11390233481948342,0.16433837857536363,0.49724373931651905,0.7112275235393608,0.6195244055068836,0.795924459170865,799,4.212384364957944
single,none,ichimoku_cloud,50,10.0,3.0,1,4,2010-04-27 00:00:00,2026-07-16 00:00:00,4.013265576094315,13.292561920213759,-9.279296344119444,-0.6473850628476582,0.10450230257631121,0.16142217139925355,0.4840235610242796,0.6849959575036481,0.6188212927756654,0.786011637379377,1052,3.5098782326469165
single,none,ichimoku_cloud,50,10.0,3.0,1,5,2010-04-27 00:00:00,2026-07-16 00:00:00,4.797240180256609,13.292561920213759,-8.495321739957149,-0.509010132398221,0.11444118535789571,0.22483085910039083,0.5266758832232991,0.7419697209059792,0.62578125,0.7958020172260427,1280,4.405832350834731
single,none,ichimoku_cloud,50,10.0,3.0,1,6,2010-04-27 00:00:00,2026-07-16 00:00:00,4.28332003186594,13.292561920213759,-9.00924188834782,-0.44438926899771103,0.10808105917895827,0.24321257671844226,0.5181799681784269,0.7340382688701764,0.6193373901284652,0.8172404884683016,1479,3.9433540157131235
single,none,ichimoku_cloud,50,10.0,3.0,1,7,2010-04-27 00:00:00,2026-07-16 00:00:00,3.1424996390377125,13.292561920213759,-10.150062281176046,-0.4708246558956949,0.0915859079373631,0.19452232755978008,0.468876171298126,0.6554876007062476,0.6018901358535145,0.835338082514283,1693,2.7799061994601
