param_entry,param_market_filter,param_asset_filter,param_rs_period,param_st_period,param_st_multiplier,param_sell_confirm_bars,param_max_positions,start,end,total_return,qqq_return,alpha,mdd,cagr,calmar,sharpe,sortino,win_rate,payoff_ratio,trade_count,score
single,none,ichimoku_cloud,50,10.0,3.0,1,8,2010-04-27 00:00:00,2026-07-16 00:00:00,2.0446826777865432,13.292561920213759,-11.247879242427215,-0.47070366219021,0.07105865756614804,0.15096261889169973,0.4035892397900263,0.5641055640993045,0.5909568874868559,0.8693927108624872,1902,1.680227425228076
single,none,ichimoku_cloud,50,10.0,3.0,1,9,2010-04-27 00:00:00,2026-07-16 00:00:00,3.0288178806948363,13.292561920213759,-10.263744039518922,-0.4656437483641531,0.08971472042584061,0.19266815186720793,0.4789265510723818,0.6730754589625064,0.5899662325132659,0.880737566148989,2073,2.6706706785356853
single,none,ichimoku_cloud,50,10.0,3.0,1,10,2010-04-27 00:00:00,2026-07-16 00:00:00,2.5103710096032033,13.292561920213759,-10.782190910610556,-0.454196395405438,0.08049875921770977,0.17723337312233098,0.45405493739006997,0.6329937445625274,0.5808888888888889,0.9119978200198195,2250,2.160635541400555
single,none,ichimoku_cloud,100,10.0,3.0,1,3,2010-05-28 00:00:00,2026-07-16 00:00:00,9.06519696837513,14.464803309684998,-5.399606341309868,-0.4851633350748479,0.1538656407057366,0.3171419387699592,0.6050432589962447,0.8783022369613932,0.5938748335552596,0.9717723944503949,751,8.695217598085138
single,none,ichimoku_cloud,100,10.0,3.0,1,4,2010-05-28 00:00:00,2026-07-16 00:00:00,9.070309803024426,14.464803309684998,-5.394493506660572,-0.4742666729816941,0.15390196063952555,0.32450511369890395,0.6255937046505023,0.8979367198191291,0.5792682926829268,1.0674788228245948,984,8.709664275778586
single,none,ichimoku_cloud,100,10.0,3.0,1,5,2010-05-28 00:00:00,2026-07-16 00:00:00,7.242403654099178,14.464803309684998,-7.22239965558582,-0.3799421185763684,0.13966525616657677,0.36759613988019607,0.6081513447221732,0.8598168772307944,0.5911371237458194,0.9982584083273932,1196,6.956694499579748
single,none,ichimoku_cloud,100,10.0,3.0,1,6,2010-05-28 00:00:00,2026-07-16 00:00:00,7.996241507703656,14.464803309684998,-6.468561801981341,-0.38404546097524195,0.14586382375020013,0.3798087429019333,0.6410745683745848,0.9049512726626717,0.5917496443812233,0.9759253717821808,1406,7.708237375974701
single,none,ichimoku_cloud,100,10.0,3.0,1,7,2010-05-28 00:00:00,2026-07-16 00:00:00,8.560616058583213,14.464803309684998,-5.904187251101785,-0.37018333672081216,0.15019327542966265,0.40572673194886844,0.6672148827625142,0.9446376313655537,0.5790784557907845,1.0355542243031808,1606,8.284485835689438
single,none,ichimoku_cloud,100,10.0,3.0,1,8,2010-05-28 00:00:00,2026-07-16 00:00:00,7.220095305765012,14.464803309684998,-7.244708003919985,-0.3837170050605637,0.1394738321015705,0.36348097754895364,0.6476240480597709,0.9147861139192105,0.581148912437256,0.998415484489559,1793,6.932550423158354
single,none,ichimoku_cloud,100,10.0,3.0,1,9,2010-05-28 00:00:00,2026-07-16 00:00:00,4.5548126408484215,14.464803309684998,-9.909990668836576,-0.39143753304594187,0.1121281799924092,0.2864522957721815,0.5641105513498542,0.7858303940533126,0.5785750378979283,1.0026652193932701,1979,4.258585930952163
single,none,ichimoku_cloud,100,10.0,3.0,1,10,2010-05-28 00:00:00,2026-07-16 00:00:00,4.996989825756114,14.464803309684998,-9.467813483928882,-0.3823328546721382,0.11742028806676053,0.3071153489214311,0.5952213824887473,0.8324737873952099,0.570957095709571,1.0355222554889394,2121,4.7089801834930665
single,none,ema_trend,50,10.0,3.0,1,3,2010-10-19 00:00:00,2026-07-16 00:00:00,4.560799927261127,12.876328444685914,-8.315528517424788,-0.6511527134348329,0.1151688978789025,0.17686925893525982,0.5039581847678468,0.7211784823740727,0.6277278562259306,0.7803194502047573,779,4.054996502056296
single,none,ema_trend,50,10.0,3.0,1,4,2010-10-19 00:00:00,2026-07-16 00:00:00,4.004691318307922,12.876328444685914,-8.871637126377992,-0.6313312852469727,0.10772865347747529,0.17063728029149156,0.49633831724847927,0.7033391169438137,0.6159769008662175,0.7926391224223318,1039,3.5145164396277977
single,none,ema_trend,50,10.0,3.0,1,5,2010-10-19 00:00:00,2026-07-16 00:00:00,4.436022039031458,12.876328444685914,-8.440306405654455,-0.46705260959508976,0.11356216166389643,0.24314640220584335,0.5293908246233138,0.745809681164208,0.6266129032258064,0.7991928565671186,1240,4.078261676094086
single,none,ema_trend,50,10.0,3.0,1,6,2010-10-19 00:00:00,2026-07-16 00:00:00,6.054992780198905,12.876328444685914,-6.821335664487009,-0.43241411709252164,0.13215881725967416,0.3056302096432174,0.5996162162112328,0.8550556592377003,0.6227586206896552,0.8191945187942431,1450,5.727049973011225
single,none,ema_trend,50,10.0,3.0,1,7,2010-10-19 00:00:00,2026-07-16 00:00:00,3.5082956914104573,12.876328444685914,-9.368032753275457,-0.4524940599544779,0.10040164491074877,0.2218850009232153,0.505091677883442,0.7081694529665549,0.6116098144823459,0.814449649056407,1671,3.161453193783378
single,none,ema_trend,50,10.0,3.0,1,8,2010-10-19 00:00:00,2026-07-16 00:00:00,2.424537859031924,12.876328444685914,-10.45179058565399,-0.44766536670927337,0.08134618877958699,0.18171204392591647,0.44217596232276235,0.6184192811039567,0.6063492063492063,0.8121254265260479,1890,2.0796708445341885
single,none,ema_trend,50,10.0,3.0,1,9,2010-10-19 00:00:00,2026-07-16 00:00:00,2.584265770077882,12.876328444685914,-10.292062674608031,-0.4488513989742191,0.084482606207543,0.18821954526735354,0.46236182055943054,0.6458814370262721,0.5959400676655389,0.8580195598790215,2069,2.2390555055152896
single,none,ema_trend,50,10.0,3.0,1,10,2010-10-19 00:00:00,2026-07-16 00:00:00,2.9968781483476086,12.876328444685914,-9.879450296338305,-0.4003993770102452,0.09201601376706225,0.2298105817599906,0.5030415499216961,0.7021550268863871,0.594059405940594,0.885799058646368,2222,2.691649893237063
single,none,ema_trend,100,10.0,3.0,1,3,2010-10-19 00:00:00,2026-07-16 00:00:00,9.004206147906766,12.876328444685914,-3.872122296779148,-0.5596092349336477,0.15756234638269095,0.281557802385754,0.6106083146543925,0.8879899856832651,0.5949197860962567,0.9332677992780765,748,8.57483700939948
single,none,ema_trend,100,10.0,3.0,1,4,2010-10-19 00:00:00,2026-07-16 00:00:00,8.756579869414027,12.876328444685914,-4.1197485752718865,-0.5638164060035691,0.15572054913176414,0.2761901701930582,0.6288812299267965,0.9075445149717813,0.572605561277034,1.0671394785961519,971,8.324393181508976
single,none,ema_trend,100,10.0,3.0,1,5,2010-10-19 00:00:00,2026-07-16 00:00:00,4.167093503544948,12.876328444685914,-8.709234941140966,-0.5022314932268047,0.10997839982462687,0.21897949711998901,0.5111088350353005,0.7204953086202325,0.5853040540540541,0.9755945547353718,1184,3.7806415740145636
single,none,ema_trend,100,10.0,3.0,1,6,2010-10-19 00:00:00,2026-07-16 00:00:00,3.5314063410213663,12.876328444685914,-9.344922103664548,-0.4780567773286283,0.10075917176625215,0.21076821110934227,0.49263469020704725,0.6920035001810114,0.5765379113018598,0.9806896500416353,1398,3.1637399598646754
single,none,ema_trend,100,10.0,3.0,1,7,2010-10-19 00:00:00,2026-07-16 00:00:00,4.52052577226296,12.876328444685914,-8.355802672422953,-0.44987925491328773,0.11465401919479246,0.2548550926556761,0.5481765398994509,0.7702454465838316,0.5691823899371069,1.025750071776443,1590,4.177067664529313
single,none,ema_trend,100,10.0,3.0,1,8,2010-10-19 00:00:00,2026-07-16 00:00:00,4.944689767335006,12.876328444685914,-7.931638677350908,-0.4531683949217836,0.1199086170031114,0.26460057309117396,0.5740155240270832,0.8099126942381278,0.5777653003930376,0.979213617272821,1781,4.599375517118391
single,none,ema_trend,100,10.0,3.0,1,9,2010-10-19 00:00:00,2026-07-16 00:00:00,3.883866857607825,12.876328444685914,-8.99246158707809,-0.43967917619885155,0.10601008160548808,0.24110780620081818,0.5377512780143645,0.7545203817936897,0.5737373737373738,0.9955461343869858,1980,3.5482560549891744
single,none,ema_trend,100,10.0,3.0,1,10,2010-10-19 00:00:00,2026-07-16 00:00:00,4.822255638356453,12.876328444685914,-8.054072806329462,-0.4174353014839215,0.11842890274692541,0.28370600743618946,0.5960737546614199,0.8343230186474422,0.5714959886739028,1.0227218796115758,2119,4.506189609809159
single,none,ichimoku_cloud+ema_trend,50,10.0,3.0,1,3,2010-10-19 00:00:00,2026-07-16 00:00:00,4.814129025739948,12.876328444685914,-8.062199418945966,-0.6635980515762712,0.11832965775900317,0.17831525797571282,0.5115192077633842,0.7313947250261966,0.6283870967741936,0.7828696811781499,775,4.298596160711833
single,none,ichimoku_cloud+ema_trend,50,10.0,3.0,1,4,2010-10-19 00:00:00,2026-07-16 00:00:00,4.14533504088945,12.876328444685914,-8.730993403796464,-0.633935048353564,0.10968085519057458,0.1730159193365854,0.5032713007527185,0.7127658611621449,0.6133464180569186,0.8122653650643846,1019,3.6532851412291807
single,none,ichimoku_cloud+ema_trend,50,10.0,3.0,1,5,2010-10-19 00:00:00,2026-07-16 00:00:00,4.458544480828479,12.876328444685914,-8.417783963857435,-0.5148467533195618,0.11385471533785996,0.22114292185735343,0.5308086432244565,0.7473332200131577,0.6276595744680851,0.7946439325818769,1222,4.062591337469563
single,none,ichimoku_cloud+ema_trend,50,10.0,3.0,1,6,2010-10-19 00:00:00,2026-07-16 00:00:00,4.956542848562785,12.876328444685914,-7.919785596123129,-0.4718234912661444,0.12005035211108761,0.2544391161807797,0.5616696345674747,0.798672294553003,0.6219426974143956,0.8190073679185774,1431,4.595934144586894
single,none,ichimoku_cloud+ema_trend,50,10.0,3.0,1,7,2010-10-19 00:00:00,2026-07-16 00:00:00,3.5139646480644666,12.876328444685914,-9.362363796621448,-0.4243611502049681,0.10048950351878094,0.23680184548053967,0.5072105936798802,0.7110816517137839,0.6077717061323619,0.831084584100158,1647,3.1896920457108884
single,none,ichimoku_cloud+ema_trend,50,10.0,3.0,1,8,2010-10-19 00:00:00,2026-07-16 00:00:00,1.7323365079017612,12.876328444685914,-11.143991936784152,-0.44902803484760256,0.06594361856092967,0.1468585777351531,0.3854167179461555,0.5363760669892481,0.6017269293038316,0.8148502288777255,1853,1.3846765815620639
single,none,ichimoku_cloud+ema_trend,50,10.0,3.0,1,9,2010-10-19 00:00:00,2026-07-16 00:00:00,2.1372055165582555,12.876328444685914,-10.739122928127658,-0.4608592470761469,0.07534237358556561,0.1634823952509668,0.4283672432510562,0.5963550905807917,0.591044776119403,0.858928636491695,2010,1.7813691361948696
single,none,ichimoku_cloud+ema_trend,50,10.0,3.0,1,10,2010-10-19 00:00:00,2026-07-16 00:00:00,2.4584152556855043,12.876328444685914,-10.417913189000409,-0.428465543254952,0.08202268784991174,0.19143356832571568,0.4650561406552684,0.6468342843918822,0.5896248263084761,0.8971181486253065,2159,2.1295945053012004
single,none,ichimoku_cloud+ema_trend,100,10.0,3.0,1,3,2010-10-19 00:00:00,2026-07-16 00:00:00,9.450249807465207,12.876328444685914,-3.426078637220707,-0.46579350038071576,0.16077476783833444,0.3451631843444045,0.6221463356424299,0.9064168667149866,0.5956580732700135,0.9775711844033163,737,9.096279397229907
single,none,ichimoku_cloud+ema_trend,100,10.0,3.0,1,4,2010-10-19 00:00:00,2026-07-16 00:00:00,7.727963011730866,12.876328444685914,-5.148365432955048,-0.4998146167842955,0.14756903183013637,0.29524753153392186,0.6071563812469254,0.8708688715039075,0.5739769150052466,1.0870741407281972,953,7.346326009740838
single,none,ichimoku_cloud+ema_trend,100,10.0,3.0,1,5,2010-10-19 00:00:00,2026-07-16 00:00:00,5.249792032557682,12.876328444685914,-7.626536412128232,-0.38894590221360215,0.12347537705999367,0.31746157076668,0.5566971333277214,0.7852950048029991,0.58656330749354,1.0021585339697983,1161,4.955336224786632
single,none,ichimoku_cloud+ema_trend,100,10.0,3.0,1,6,2010-10-19 00:00:00,2026-07-16 00:00:00,4.62741972657007,12.876328444685914,-8.248908718115844,-0.44232926880782486,0.116012971515973,0.26227740214581236,0.5456822493014958,0.7660359186479498,0.5841874084919473,0.9737887013518567,1366,4.289926779002855
single,none,ichimoku_cloud+ema_trend,100,10.0,3.0,1,7,2010-10-19 00:00:00,2026-07-16 00:00:00,5.798301249280738,12.876328444685914,-7.078027195405176,-0.4259233621976707,0.1294960558997844,0.3040360482496506,0.5999673924482931,0.8457066604324012,0.5747931253978358,1.0287386647531718,1571,5.475561581296049
single,none,ichimoku_cloud+ema_trend,100,10.0,3.0,1,8,2010-10-19 00:00:00,2026-07-16 00:00:00,5.4844317815823915,12.876328444685914,-7.391896663103522,-0.415904533899208,0.12610914979468113,0.3032165786036921,0.6017895896849601,0.8485091862970975,0.5788561525129983,0.9993312479588158,1731,5.169761842153574
single,none,ichimoku_cloud+ema_trend,100,10.0,3.0,1,9,2010-10-19 00:00:00,2026-07-16 00:00:00,3.481674673469194,12.876328444685914,-9.39465377121672,-0.43606474039384435,0.09998767849675816,0.22929549040459318,0.5196567668044321,0.7235025177391082,0.5762623633524206,0.9961631203584508,1921,3.1484125841582515
single,none,ichimoku_cloud+ema_trend,100,10.0,3.0,1,10,2010-10-19 00:00:00,2026-07-16 00:00:00,4.337985837492379,12.876328444685914,-8.538342607193535,-0.40814708078624296,0.11227535737384997,0.2750855332777731,0.5767187629461715,0.8057778920160328,0.570869990224829,1.0278051828483556,2046,4.02876973575177
single,1d,none,50,10.0,3.0,1,3,2010-03-18 00:00:00,2026-07-16 00:00:00,3.66232883410858,13.743779643059835,-10.081450808951255,-0.4820223393248295,0.09887143193620207,0.20511794551823398,0.47345237781193655,0.6767012393360464,0.6182795698924731,0.8453065124584522,558,3.2909145339830745
single,1d,none,50,10.0,3.0,1,4,2010-03-18 00:00:00,2026-07-16 00:00:00,2.6282743163279148,13.743779643059835,-11.11550532673192,-0.45544017932904624,0.08212494618187693,0.1803199408160766,0.4377569219188705,0.6214228514676343,0.6056527590847914,0.8368904627357335,743,2.2770548805222437
single,1d,none,50,10.0,3.0,1,5,2010-03-18 00:00:00,2026-07-16 00:00:00,2.9444507849904955,13.743779643059835,-10.79932885806934,-0.4221745749372473,0.08767633319692658,0.20767790957084264,0.4697844823907242,0.6642579879800952,0.6067039106145251,0.8538116743096019,895,2.6208046595124195
single,1d,none,50,10.0,3.0,1,6,2010-03-18 00:00:00,2026-07-16 00:00:00,2.0923959758004704,13.743779643059835,-11.651383667259363,-0.4136039327218103,0.0715856160832744,0.17307769684922905,0.41781759636423466,0.5928723786157081,0.6011288805268109,0.8504898611747925,1063,1.7740473575139493
single,1d,none,50,10.0,3.0,1,7,2010-03-18 00:00:00,2026-07-16 00:00:00,2.0953426535591384,13.743779643059835,-11.648436989500697,-0.3911281922790899,0.07164812224683903,0.18318322141226384,0.42823928155805446,0.6046170168294406,0.5937241948802643,0.8857585926908865,1211,1.7952872781826081
single,1d,none,50,10.0,3.0,1,8,2010-03-18 00:00:00,2026-07-16 00:00:00,1.7819159061550258,13.743779643059835,-11.961863736904808,-0.34955778064073173,0.06466436246537977,0.1849890520155249,0.40537119398291954,0.5672461608571291,0.5947712418300654,0.8578336015273704,1377,1.5144308174619279
single,1d,none,50,10.0,3.0,1,9,2010-03-18 00:00:00,2026-07-16 00:00:00,2.5539403586553746,13.743779643059835,-11.18983928440446,-0.34102737288035856,0.08075397249060057,0.2367961604036143,0.48555375203563206,0.6824392815120184,0.5972762645914397,0.8853806034893724,1542,2.2956850729121565
single,1d,none,50,10.0,3.0,1,10,2010-03-18 00:00:00,2026-07-16 00:00:00,2.670037031482899,13.743779643059835,-11.073742611576936,-0.34164516071190565,0.08288366923647139,0.24260161936367525,0.5055628895765942,0.711375644839766,0.5748938750758035,0.9777593050839168,1649,2.4118877896006725
single,1d,none,100,10.0,3.0,1,3,2010-05-28 00:00:00,2026-07-16 00:00:00,6.233963731736517,14.464803309684998,-8.23083957794848,-0.47685842958315905,0.1304839894293257,0.2736325528383486,0.5800270895091483,0.8366838282023152,0.6007905138339921,0.993171702045346,506,5.869877800755264
single,1d,none,100,10.0,3.0,1,4,2010-05-28 00:00:00,2026-07-16 00:00:00,6.397750211252646,14.464803309684998,-8.067053098432352,-0.4599881422903985,0.13205381191178134,0.2870809044212567,0.6045959067702207,0.8718695781817843,0.5800604229607251,1.0737086662885544,662,6.047897574623434
single,1d,none,100,10.0,3.0,1,5,2010-05-28 00:00:00,2026-07-16 00:00:00,7.0227676421818614,14.464803309684998,-7.442035667503136,-0.4326450235034013,0.1377590540774225,0.31841127620491283,0.655109288574468,0.9421634287401828,0.5935162094763092,1.0765227618682456,802,6.696304902036374
single,1d,none,100,10.0,3.0,1,6,2010-05-28 00:00:00,2026-07-16 00:00:00,5.512425132383353,14.464803309684998,-8.952378177301645,-0.4011173707790965,0.12314552764092324,0.3070062196551991,0.6199470596110477,0.8814519102216632,0.5794979079497908,1.0878947492770874,956,5.210129647548407
single,1d,none,100,10.0,3.0,1,7,2010-05-28 00:00:00,2026-07-16 00:00:00,4.905878612250665,14.464803309684998,-9.558924697434332,-0.40649027008110916,0.11636049034784346,0.2862565205426084,0.6096124186054581,0.8706735123747491,0.5697247706422018,1.11137319586698,1090,4.5989747687439415
single,1d,none,100,10.0,3.0,1,8,2010-05-28 00:00:00,2026-07-16 00:00:00,4.546617584065838,14.464803309684998,-9.91818572561916,-0.3910845010142868,0.11202641653200951,0.2864506679284563,0.6017355360587607,0.8580125739501813,0.5755336617405583,1.0612654317499248,1218,4.251802049336171
single,1d,none,100,10.0,3.0,1,9,2010-05-28 00:00:00,2026-07-16 00:00:00,4.607477554442759,14.464803309684998,-9.85732575524224,-0.3543966373093511,0.11277881424348446,0.31822766462944846,0.6258491263764103,0.8834113975456728,0.5649546827794562,1.1525869564473912,1324,4.34273571838657
single,1d,none,100,10.0,3.0,1,10,2010-05-28 00:00:00,2026-07-16 00:00:00,4.421336435169441,14.464803309684998,-10.043466874515556,-0.3521578802619364,0.11045290317162526,0.31364597915420767,0.6253727368613656,0.8859781954007788,0.5656292286874154,1.1347747717396353,1478,4.158371313065733
single,1d,ichimoku_cloud,50,10.0,3.0,1,3,2010-04-27 00:00:00,2026-07-16 00:00:00,4.476680408548772,13.292561920213759,-8.815881511664987,-0.4462631668762125,0.1105395012558481,0.24770025729349585,0.5093074487859788,0.7291753712411748,0.6265709156193896,0.8344972907522158,557,4.134949098511381
single,1d,ichimoku_cloud,50,10.0,3.0,1,4,2010-04-27 00:00:00,2026-07-16 00:00:00,2.8114397936408095,13.292561920213759,-10.481122126572949,-0.4200621897771428,0.08599446854255133,0.2047184217845798,0.45207400621318233,0.6419132170363588,0.6078167115902965,0.8404733914571824,742,2.488952262005491
single,1d,ichimoku_cloud,50,10.0,3.0,1,5,2010-04-27 00:00:00,2026-07-16 00:00:00,2.3783877807626195,13.292561920213759,-10.91417413945114,-0.42042261625107846,0.07794871696620986,0.1854056227071726,0.43317366093901655,0.6115407018329397,0.6040268456375839,0.8396088366162067,894,2.055044897589927
single,1d,ichimoku_cloud,50,10.0,3.0,1,6,2010-04-27 00:00:00,2026-07-16 00:00:00,2.3927079982057227,13.292561920213759,-10.899853922008036,-0.3882653424222766,0.0782298754580728,0.20148559995084533,0.4450935418805843,0.6314883293001428,0.6039510818438382,0.8497599260277183,1063,2.095448530524319
single,1d,ichimoku_cloud,50,10.0,3.0,1,7,2010-04-27 00:00:00,2026-07-16 00:00:00,2.2095923354588742,13.292561920213759,-11.082969584754885,-0.3787115614770995,0.07454760650747794,0.19684534112641763,0.4410476257729264,0.622894790353894,0.5932062966031483,0.8927611103389648,1207,1.9198545150503825
single,1d,ichimoku_cloud,50,10.0,3.0,1,8,2010-04-27 00:00:00,2026-07-16 00:00:00,1.9856010083751374,13.292561920213759,-11.30696091183862,-0.36686124246208174,0.06976540005339427,0.19016835789243972,0.42846729465995226,0.6013993939882714,0.5942982456140351,0.8697070324143328,1368,1.7049660332452705
single,1d,ichimoku_cloud,50,10.0,3.0,1,9,2010-04-27 00:00:00,2026-07-16 00:00:00,2.5456287929448163,13.292561920213759,-10.746933127268942,-0.34087641809204605,0.08116474247342875,0.23810606473666954,0.4874759203991963,0.6858850690445741,0.5932203389830508,0.8958005913985432,1534,2.2875519360831555
single,1d,ichimoku_cloud,50,10.0,3.0,1,10,2010-04-27 00:00:00,2026-07-16 00:00:00,2.7485137672761106,13.292561920213759,-10.544048152937648,-0.3421874240649002,0.08488035070415667,0.24805222148683648,0.5156470352934921,0.7266794893083734,0.5783059110298598,0.9832136769073263,1641,2.490233239082995
single,1d,ichimoku_cloud,100,10.0,3.0,1,3,2010-05-28 00:00:00,2026-07-16 00:00:00,9.352139923251944,14.464803309684998,-5.112663386433054,-0.45959234757543455,0.1558777078317397,0.3391651507125126,0.6590968650670678,0.9585683383749886,0.5972222222222222,1.0539574776272556,504,9.004238951143607
single,1d,ichimoku_cloud,100,10.0,3.0,1,4,2010-05-28 00:00:00,2026-07-16 00:00:00,9.066435973182982,14.464803309684998,-5.398367336502016,-0.44059581440612283,0.1538744437860884,0.3492417284841779,0.6807304077266877,0.9846861404843024,0.5957767722473605,1.0649623881684969,663,8.734381233889884
single,1d,ichimoku_cloud,100,10.0,3.0,1,5,2010-05-28 00:00:00,2026-07-16 00:00:00,6.698187733935425,14.464803309684998,-7.766615575749572,-0.4256482385252579,0.13485046220733454,0.3168119822944658,0.6450408304618234,0.9261120894838669,0.5965559655596556,1.0534077415497476,813,6.377020368029074
single,1d,ichimoku_cloud,100,10.0,3.0,1,6,2010-05-28 00:00:00,2026-07-16 00:00:00,5.510696900531342,14.464803309684998,-8.954106409153656,-0.39621381692326296,0.12312705184584538,0.3107591067923109,0.6216488333272299,0.8806891838092029,0.5849056603773585,1.057254980125943,954,5.212375311992549
single,1d,ichimoku_cloud,100,10.0,3.0,1,7,2010-05-28 00:00:00,2026-07-16 00:00:00,4.995183157005835,14.464803309684998,-9.469620152679163,-0.3925883160360917,0.11739942025417371,0.2990395166100177,0.6144871030265545,0.8763919725346409,0.5663881151346333,1.1304888311524306,1077,4.699547117267758
single,1d,ichimoku_cloud,100,10.0,3.0,1,8,2010-05-28 00:00:00,2026-07-16 00:00:00,4.648650754284558,14.464803309684998,-9.81615255540044,-0.370814805306116,0.11328349717270614,0.3054988515876222,0.6099041502942876,0.8688934199937812,0.584092792046396,1.019284196325577,1207,4.3702960345484945
single,1d,ichimoku_cloud,100,10.0,3.0,1,9,2010-05-28 00:00:00,2026-07-16 00:00:00,3.9927986009673626,14.464803309684998,-10.472004708717634,-0.3610682829121695,0.10479979377757953,0.29024923743599007,0.5938982375461345,0.8361124760924271,0.5759878419452887,1.0893712235289397,1316,3.7217609217640106
single,1d,ichimoku_cloud,100,10.0,3.0,1,10,2010-05-28 00:00:00,2026-07-16 00:00:00,4.25406929681948,14.464803309684998,-10.210734012865517,-0.3378186555245807,0.10829801876501,0.32058033798293273,0.6190420767093869,0.8754855999236077,0.5723140495867769,1.0854072378251294,1452,4.002385634701097
single,1d,ema_trend,50,10.0,3.0,1,3,2010-10-19 00:00:00,2026-07-16 00:00:00,3.092012911617126,12.876328444685914,-9.784315533068789,-0.5391828640184992,0.0936492603888166,0.17368738259011793,0.4601913909911927,0.6546838354528167,0.6074074074074074,0.8626844401250484,540,2.6744723621320627
single,1d,ema_trend,50,10.0,3.0,1,4,2010-10-19 00:00:00,2026-07-16 00:00:00,2.6985120144439914,12.876328444685914,-10.177816430241922,-0.43212073642823556,0.08664663956953444,0.2005148845337217,0.4544368626979362,0.6422765922281305,0.6072423398328691,0.8324345393839826,718,2.366448531182341
single,1d,ema_trend,50,10.0,3.0,1,5,2010-10-19 00:00:00,2026-07-16 00:00:00,3.01424950869304,12.876328444685914,-9.862078935992873,-0.3590442333162642,0.09231693830912513,0.257118565744538,0.4897744833527555,0.6931406980052048,0.6069364161849711,0.8608559011082042,865,2.7417073565406116
single,1d,ema_trend,50,10.0,3.0,1,6,2010-10-19 00:00:00,2026-07-16 00:00:00,3.219734215881765,12.876328444685914,-9.656594228804149,-0.3710553959399957,0.0957869038673671,0.2581471794116074,0.5181893462922661,0.7386671555576267,0.6027531956735497,0.8960807470505122,1017,2.938435579518536
single,1d,ema_trend,50,10.0,3.0,1,7,2010-10-19 00:00:00,2026-07-16 00:00:00,1.961782695119676,12.876328444685914,-10.914545749566237,-0.3616373488862493,0.07141837194160217,0.19748616165214272,0.43157413243269754,0.6038541250306305,0.5971162001696353,0.8762960298018179,1179,1.6854200399836574
single,1d,ema_trend,50,10.0,3.0,1,8,2010-10-19 00:00:00,2026-07-16 00:00:00,1.6698409250767097,12.876328444685914,-11.206487519609205,-0.34975912103826856,0.06437779499807683,0.18406323416804618,0.40855643734870184,0.5716660357537101,0.5903614457831325,0.8887300735797797,1328,1.4022903213665558
single,1d,ema_trend,50,10.0,3.0,1,9,2010-10-19 00:00:00,2026-07-16 00:00:00,2.428737464598882,12.876328444685914,-10.447590980087032,-0.33588930679240403,0.08143039030342791,0.24243221995083,0.49359899702858806,0.6919696516822201,0.6014884979702301,0.8902566986543462,1478,2.1748339890758164
single,1d,ema_trend,50,10.0,3.0,1,10,2010-10-19 00:00:00,2026-07-16 00:00:00,2.8267109294711803,12.876328444685914,-10.049617515214734,-0.3453722468114422,0.08900165325107157,0.2576977567617426,0.5379087837918386,0.7561059195353024,0.582810539523212,0.9717289871151574,1594,2.566550395535782
single,1d,ema_trend,100,10.0,3.0,1,3,2010-10-19 00:00:00,2026-07-16 00:00:00,6.312746503534282,12.876328444685914,-6.563581941151632,-0.4371962362758637,0.13474282321531872,0.3081975827676115,0.5919317140408061,0.8555176286647199,0.6032388663967612,0.9843759553300466,494,5.980747465934814
single,1d,ema_trend,100,10.0,3.0,1,4,2010-10-19 00:00:00,2026-07-16 00:00:00,6.047775891489537,12.876328444685914,-6.828552553196377,-0.440797992089651,0.13208520217618536,0.29965019021529804,0.6024672499745616,0.8655583328349304,0.5857805255023184,1.062319912880205,647,5.713211515317053
single,1d,ema_trend,100,10.0,3.0,1,5,2010-10-19 00:00:00,2026-07-16 00:00:00,7.004104159531829,12.876328444685914,-5.8722242851540845,-0.4000185454966978,0.14127413949054146,0.3531689744912282,0.6654451559845528,0.9577792587274506,0.5936708860759494,1.0792022398355043,790,6.704052677814008
single,1d,ema_trend,100,10.0,3.0,1,6,2010-10-19 00:00:00,2026-07-16 00:00:00,4.827045619522227,12.876328444685914,-8.049282825163687,-0.38178483016260356,0.11848733889654883,0.3103510918600004,0.6005362439671532,0.8521616734622696,0.5800636267232238,1.0667058334539004,943,4.539633842711159
single,1d,ema_trend,100,10.0,3.0,1,7,2010-10-19 00:00:00,2026-07-16 00:00:00,4.380591767566964,12.876328444685914,-8.49573667711895,-0.38908497900674066,0.11283729108928409,0.2900068035968288,0.5931066814390399,0.8478600130166495,0.5684995340167754,1.0994239502050327,1073,4.087116984804743
single,1d,ema_trend,100,10.0,3.0,1,8,2010-10-19 00:00:00,2026-07-16 00:00:00,4.257315125771488,12.876328444685914,-8.619013318914426,-0.37913238442706165,0.11119978127419183,0.29330066710664937,0.5970904294831463,0.8505543831911665,0.5751252086811353,1.0500247047985374,1198,3.971921931114333
single,1d,ema_trend,100,10.0,3.0,1,9,2010-10-19 00:00:00,2026-07-16 00:00:00,4.363868265943822,12.876328444685914,-8.512460178742092,-0.3487912712368675,0.1126172217147623,0.3228785551754329,0.6189910003970687,0.8806602634071914,0.5654169854628921,1.1311262116299667,1307,4.103404978966239
