rank,best,strategy_path,strategy_name,strategy_type,total_return,cagr,mdd,calmar,sharpe,sortino,win_rate,payoff_ratio,trade_count,composite_score
1,True,triple_filters_standalone.yaml,triple_filters_standalone,triple_filters,0.9495942775376753,0.5642848619949037,-0.3261912313656883,1.7299203894365023,1.193659982547728,1.682494313585223,0.4418604651162791,3.0029921170093448,43,96.42857142857143
2,False,simple_supertrend.yaml,simple_supertrend_default,simple_supertrend,0.43305685548127926,0.2726974217018099,-0.4019253882382158,0.6784777216914344,0.7291256280188868,0.9814310706442647,0.3488372093023256,3.1168786736223475,43,78.57142857142857
3,False,triple_filters.yaml,triple_filters_research,leader_rotation,-0.5442998968695094,-0.4094558287548846,-0.7597110064180915,-0.5389626124878714,-0.30296441395513357,-0.4281592837616923,0.43478260869565216,1.1440018266814247,23,50.0
4,False,leader_rotation.yaml,leader_rotation_default,leader_rotation,-0.775186694622739,-0.6322083919801029,-0.8225017435054279,-0.7686407925236584,-0.6372763501471972,-0.8724901789404279,0.4090909090909091,0.7108977089264051,22,25.0
