trade_no,trade_id,symbol,entry_time,exit_time,entry_price,exit_price,quantity,corporate_action_cash,entry_cost,exit_proceeds,pnl_cash,pnl_pct,exit_reason,pnl_pct_display
1,1,AMZN,2015-10-20,2015-11-05,572.5719999999999,646.4529,17.0,0.0,9753.191447999998,10967.7199014,1214.528453400002,0.12452625992992838,Leader rotation,+12.45%
2,2,NFLX,2015-11-05,2015-12-02,113.86374999999998,125.40447,98.0,0.0,11180.964795,12265.058783880002,1084.0939888800021,0.0969588947605664,Leader rotation,+9.70%
3,3,ATVI,2015-12-02,2016-01-08,38.60856999999999,36.753209999999996,317.0,0.0,12263.394523379999,11627.466034859997,-635.9284885200013,-0.05185582893118312,Supertrend down,-5.19%
4,4,NVDA,2016-03-02,2016-03-18,32.60257,33.176790000000004,357.0,0.0,11662.39572498,11820.42580194,158.03007695999986,0.013550395706562357,Leader rotation,+1.36%
5,5,MAT,2016-03-18,2016-03-31,32.96292999999999,33.47649,357.0,0.0,11791.301542019997,11927.20471614,135.9031741200033,0.011525714412076837,Leader rotation,+1.15%
6,6,CTRP,2016-03-31,2016-05-02,45.09504999999999,43.51644,264.0,0.0,11928.903386399998,11465.363479680002,-463.539906719996,-0.03885855151182405,Supertrend down,-3.89%
7,7,NVDA,2016-05-26,2017-01-04,45.295249999999996,103.29660000000001,253.0,64.5656,11482.617646499999,26081.771720400004,14663.719673900006,1.2770363104766127,Supertrend down,+127.70%
8,8,STX,2017-01-04,2017-02-02,39.769729999999996,44.24571,656.0,0.0,26141.12076576,28967.13538848,2826.014622720002,0.10810610027178158,Leader rotation,+10.81%
9,9,NVDA,2017-02-02,2017-02-14,113.41329999999998,107.88201,255.0,0.0,28978.232282999994,27454.892724899997,-1523.3395580999968,-0.052568408701508695,Supertrend down,-5.26%
10,10,STX,2017-02-14,2017-02-16,47.697649999999996,48.2517,574.0,0.0,27433.208002199997,27641.0828484,207.87484620000396,0.0075774895223093,Leader rotation,+0.76%
11,11,MU,2017-02-16,2017-03-01,23.063039999999997,24.13584,1197.0,0.0,27661.67179776,28832.819279040003,1171.1474812800043,0.042338275496958344,Leader rotation,+4.23%
12,12,CSX,2017-03-01,2017-03-07,49.24930009999999,49.650499800000006,584.0,0.0,28819.114440916797,28937.900099433602,118.78565851680469,0.0041217664324950665,Leader rotation,+0.41%
13,13,MU,2017-03-07,2017-03-21,25.585559999999997,26.2737,1129.0,0.0,28943.869434479995,29603.6812854,659.8118509200067,0.02279625578099087,Leader rotation,+2.28%
14,14,INCY,2017-03-21,2017-04-03,148.50836,134.865,199.0,0.0,29612.26996728,26784.458730000002,-2827.8112372799987,-0.09549457844348241,Supertrend down,-9.55%
15,15,WDC,2017-04-03,2017-04-21,82.68259999999998,84.56535000000001,323.0,0.0,26759.892759599992,27259.978833900004,500.0860743000121,0.018687895306329638,Leader rotation,+1.87%
16,16,CSX,2017-04-21,2017-05-12,49.879930099999996,52.0181298,546.0,0.0,27288.9107182692,28345.0950730584,1056.1843547892022,0.038703793115571816,Leader rotation,+3.87%
17,17,NVDA,2017-05-12,2017-07-05,126.75662999999999,141.7581,223.0,31.220000000000002,28323.261946979997,31548.832187400003,3256.7902404200067,0.11498641104674268,Supertrend down,+11.50%
