trade_no,trade_id,symbol,entry_time,exit_time,entry_price,exit_price,quantity,corporate_action_cash,entry_cost,exit_proceeds,pnl_cash,pnl_pct,exit_reason,pnl_pct_display
1,1,AMZN,2015-10-20,2015-11-05,573.43,645.48225,17.0,0.0,9797.051549999998,10918.33225875,1121.2807087500023,0.11445083278652368,Leader rotation,+11.45%
2,2,NFLX,2015-11-05,2015-12-02,114.034375,125.216175,97.0,0.0,11116.641046875,12085.239130124999,968.598083249999,0.08713046316470585,Leader rotation,+8.71%
3,3,ATVI,2015-12-02,2016-01-08,38.666425,36.698025,311.0,0.0,12085.384465874999,11356.020346125,-729.3641197499983,-0.06035092402806663,Supertrend down,-6.04%
4,4,NVDA,2016-03-02,2016-03-21,32.651424999999996,33.426225,346.0,0.0,11353.880015249997,11507.64648075,153.7664655000026,0.013543076489576311,Leader rotation,+1.35%
5,5,CTRP,2016-03-21,2016-05-02,42.9471,43.451100000000004,266.0,0.0,11481.048242999997,11500.202637000002,19.154394000004686,0.0016683488819657644,Supertrend down,+0.17%
6,6,NVDA,2016-05-26,2017-01-04,45.363125,103.14150000000001,252.0,64.3104,11488.665037499999,25861.699710000004,14437.345072500004,1.256659936152308,Supertrend down,+125.67%
7,7,STX,2017-01-04,2017-02-02,39.829325,44.179275000000004,648.0,0.0,25938.449612999993,28485.029349000004,2546.5797360000106,0.09817779296738305,Leader rotation,+9.82%
8,8,NVDA,2017-02-02,2017-02-14,113.58324999999999,107.720025,249.0,0.0,28423.640396249994,26688.174793875005,-1735.4656023749885,-0.061057119291586304,Supertrend down,-6.11%
9,9,STX,2017-02-14,2017-03-02,47.769124999999995,49.376250000000006,557.0,0.0,26740.439638124997,27365.058393750005,624.6187556250079,0.023358582135443395,Leader rotation,+2.34%
10,10,CSX,2017-03-02,2017-03-22,49.333025,45.52580025,552.0,0.0,27367.988948999995,25004.59052931,-2363.3984196899946,-0.08635630568596642,Supertrend down,-8.64%
11,11,INCY,2017-03-22,2017-04-03,142.104375,134.6625,175.0,0.0,24992.606953124996,23448.1078125,-1544.4991406249974,-0.061798240716616326,Supertrend down,-6.18%
12,12,WDC,2017-04-03,2017-04-21,82.80649999999999,84.43837500000001,282.0,0.0,23468.190164999996,23692.563641250003,224.3734762500062,0.009560749025488757,Leader rotation,+0.96%
13,13,CSX,2017-04-21,2017-05-12,49.95467525,51.9400245,472.0,0.0,23696.499751589996,24393.11310618,696.6133545900047,0.029397310231156215,Leader rotation,+2.94%
14,14,NVDA,2017-05-12,2017-07-05,126.946575,141.54525,191.0,26.740000000000002,24368.029804124995,26899.967036250004,2558.67723212501,0.10500139948498743,Supertrend down,+10.50%
15,15,NVDA,2017-07-18,2017-07-20,162.18445,165.51517500000003,165.0,0.0,26894.236421249996,27173.453855625005,279.21743437500845,0.01038205472732412,Leader rotation,+1.04%
16,16,VRTX,2017-07-20,2017-10-26,160.33984999999998,144.5178,169.0,0.0,27232.92182324999,24301.390659,-2931.531164249991,-0.10764658978851138,Supertrend down,-10.76%
17,17,NVDA,2017-10-26,2017-10-30,195.26694999999998,201.35535000000002,123.0,0.0,24137.92402425,24642.87450975,504.9504855000014,0.020919383331918118,Leader rotation,+2.09%
18,18,ALGN,2017-10-30,2017-12-05,234.93587499999998,224.45745000000002,105.0,0.0,24791.608209374994,23450.192088750005,-1341.4161206249883,-0.05410766858269922,Supertrend down,-5.41%
19,19,DLTR,2017-12-19,2018-01-12,109.79379999999999,111.81975,212.0,0.0,23392.667027999996,23587.258065,194.5910370000056,0.008318463079352467,Leader rotation,+0.83%
20,20,ALGN,2018-01-12,2018-02-06,254.73524999999998,232.12822500000001,92.0,0.0,23552.821214999993,21249.017716500002,-2303.8034984999904,-0.09781433304613107,Supertrend down,-9.78%
21,21,NVDA,2018-02-16,2018-03-13,246.0135,250.86127500000003,86.0,12.9,21262.946805,21466.199301750003,216.1524967500045,0.010165688638188897,Leader rotation,+1.02%
22,22,MU,2018-03-13,2018-03-26,62.325424999999996,56.119350000000004,344.0,0.0,21547.145930999995,19208.531118000003,-2338.614812999993,-0.10853478323713472,Supertrend down,-10.85%
23,23,NFLX,2018-05-11,2018-07-18,330.47412499999996,380.2869,57.0,0.0,18931.210250624994,21567.9715335,2636.761282875006,0.13928117896149583,Supertrend down,+13.93%
24,24,AMZN,2018-07-18,2018-09-04,1852.62,2021.4337500000001,11.0,0.0,20480.714099999997,22124.59239375,1643.8782937500036,0.08026469612941889,Leader rotation,+8.03%
25,25,ILMN,2018-09-04,2018-10-05,355.06545,333.165,65.0,0.0,23194.650521249994,21547.446375000003,-1647.204146249991,-0.07101655378428273,Supertrend down,-7.10%
26,26,XLNX,2018-12-04,2018-12-20,94.1548,84.53812500000001,231.0,0.0,21858.507594,19430.665340625,-2427.842253374998,-0.11107081501032678,Supertrend down,-11.11%
27,27,REGN,2019-01-10,2019-01-25,400.39849999999996,409.82287500000007,48.0,0.0,19315.223639999997,19573.140510000005,257.9168700000082,0.013353035657629464,Leader rotation,+1.34%
28,28,XLNX,2019-01-25,2019-04-26,106.1848,115.2312,184.0,66.24,19635.693215999996,21096.528096,1527.0748800000038,0.07777035744048377,Supertrend down,+7.78%
29,29,MELI,2019-04-26,2019-08-06,492.41797499999996,587.058675,42.0,0.0,20784.962724749996,24533.182028249998,3748.219303500002,0.18033322229809712,Supertrend down,+18.03%
30,30,QCOM,2019-09-06,2019-10-09,79.1574,73.725225,314.0,194.68,24979.700717999996,23033.972046749997,-1751.0486712499987,-0.07009886511523411,Supertrend down,-7.01%
31,31,ASML,2019-10-16,2019-10-25,260.91065,261.793875,88.0,0.0,23074.937885999996,22922.671695,-152.26619099999516,-0.006598769268730154,Leader rotation,-0.66%
32,32,LRCX,2019-10-25,2019-11-08,265.66249999999997,270.62175,86.0,0.0,22961.209874999997,23157.1031475,195.89327250000497,0.008531487389664694,Leader rotation,+0.85%
33,33,QCOM,2019-11-08,2019-11-27,90.20495,84.9471,256.0,0.0,23207.929535999996,21637.725312000002,-1570.2042239999937,-0.06765809166924186,Supertrend down,-6.77%
34,34,AMD,2019-11-27,2019-12-17,39.55865,42.403725,546.0,0.0,21707.018014499998,23036.67168075,1329.6536662500039,0.061254552115901584,Leader rotation,+6.13%
35,35,TSLA,2019-12-17,2020-02-06,379.937475,698.16970125,60.0,0.0,22910.2297425,41680.731164624995,18770.501422124995,0.8193065557655437,Supertrend down,+81.93%
36,36,LRCX,2020-02-06,2020-02-20,326.815,331.12012500000003,127.0,0.0,41713.032524999995,41841.994595625,128.96207062500616,0.0030916493675618995,Leader rotation,+0.31%
37,37,SGEN,2020-02-20,2020-02-28,119.78872499999999,104.2587,348.0,0.0,41894.90868149999,36100.617462,-5794.291219499988,-0.1383053789077392,Supertrend down,-13.83%
38,38,REGN,2020-04-15,2020-04-20,526.6132499999999,565.2932250000001,68.0,0.0,35988.74950499999,38247.739603500006,2258.990098500013,0.06276934124054989,Leader rotation,+6.28%
39,39,TSLA,2020-04-20,2020-06-02,734.53225125,892.46374875,52.0,0.0,38386.65545032499,46176.07436032501,7789.418910000015,0.2029199683749492,Leader rotation,+20.29%
40,40,ZM,2020-06-02,2020-07-06,210.86585,264.2178,218.0,0.0,46198.599076499995,57311.482998,11112.883921500004,0.24054590709770762,Leader rotation,+24.05%
41,41,TSLA,2020-07-06,2020-07-23,1279.8822262499998,1674.752625,44.0,0.0,56596.392044774984,73320.6699225,16724.27787772502,0.2955007779381762,Leader rotation,+29.55%
42,42,MRNA,2020-07-23,2020-08-14,82.78644999999999,67.88985000000001,889.0,0.0,73965.13982024997,60052.30626675001,-13912.833553499957,-0.18809987498585035,Supertrend down,-18.81%
